日期,时间,维度,经度,方向,距离,深度,烈度
1970.04.24,12:52:50 AM,39.12,29.68,east,1.4,10,4.4
1970.09.15,12:28:05 AM,39.7,28.54,east,1.4,10,0
1971.05.13,12:32:56 AM,37.56,29.93,east,1.4,33,4.6
1971.06.09,12:57:26 AM,37.46,29.85,east,1.4,12,4.3
1981.07.21,12:42:37 AM,39.73,27.81,east,1.4,2,0
1981.08.21,12:42:37 AM,39.73,27.81,east,1.4,2,0
1991.11.22,12:27:12 AM,40.22,27.78,east,1.4,15,0
1996.03.14,12:00:37 AM,40.11,38.87,east,1.4,0,0
1997.10.17,12:25:25 AM,37.36,36.19,east,1.4,3,0
2000.09.09,12:52:48 AM,39.33,27.68,east,1.4,5,0
2006.07.13,12:34:29 AM,37.85,33.87,east,1.4,5.7,3.6
2007.07.15,12:27:59 AM,37.58,35.8,east,1.4,18,3.6
2011.09.22,12:29:37 AM,39.7,38.74,east,1.4,5,3.9
2011.10.10,12:14:31 AM,38.45,39.33,east,1.4,12.9,3.8
2011.12.12,12:56:55 AM,38.69,43.38,east,1.4,3,4.1
2017.05.07,12:03:36 AM,40.56,35.25,east,1.4,5,3.7
1958.12.19,12:27:33 AM,37.81,29.52,west,1.5,40,4.6
1977.03.02,12:20:12 AM,38.07,27.55,west,1.5,0,0
1979.10.14,12:38:32 AM,39.35,27.94,west,1.5,10,4.2
1982.07.31,12:07:17 AM,40.13,28.85,west,1.5,2,0
1983.11.18,12:15:38 AM,39.79,39.43,west,1.5,37,0
1990.07.03,12:18:37 AM,37.8,29.2,west,1.5,25,0
1990.12.17,12:47:30 AM,40.37,31.33,west,1.5,10,0
1995.10.18,12:42:09 AM,38.13,30.04,west,1.5,6,0
1998.10.25,12:06:31 AM,36.38,35.95,west,1.5,5,0
1999.06.07,12:05:12 AM,37.75,41.16,west,1.5,13,0
2000.05.13,12:34:35 AM,38.41,39,west,1.5,3,0
2004.02.07,12:51:38 AM,39.89,29.26,west,1.5,8,3.5
2004.03.03,12:25:33 AM,39.39,32.95,west,1.5,10,0
2004.10.25,12:41:22 AM,38.59,39.66,west,1.5,10,0
2004.12.29,12:15:42 AM,37.51,38.68,west,1.5,3,0
2005.01.25,12:28:05 AM,37.71,43.97,west,1.5,14.6,0
2006.07.20,12:07:50 AM,38.03,38.17,west,1.5,6.1,4.1
2008.05.17,12:39:22 AM,37.3,31.1,west,1.5,32.1,3.5
2008.12.27,12:52:25 AM,37.8,29.2,west,1.5,6.1,3.8
2010.03.08,12:20:24 AM,38.82,40.16,west,1.5,3,4.1
2011.02.25,12:24:39 AM,40.72,32.81,west,1.5,5.4,0
2011.10.25,12:50:33 AM,38.82,43.63,west,1.5,5,4.2
2011.10.28,12:48:08 AM,38.69,43.63,west,1.5,6.2,4.3
2011.11.06,12:08:59 AM,38.68,43.17,west,1.5,5,3.5
2012.03.24,12:57:46 AM,38.91,43.53,west,1.5,5,4.1
2015.12.01,12:38:57 AM,38.82,37.83,west,1.5,1.2,3.6
1945.03.20,12:58:57 AM,37.11,35.7,south_west,1.5,60,5.7
1949.04.25,12:09:21 AM,38.27,38.99,south_west,1.5,80,5.2
1967.07.24,12:07:33 AM,40.58,30.7,south_west,1.5,10,4.2
1968.09.25,12:52:16 AM,39.24,40.29,south_west,1.5,41,5
1969.03.26,12:50:41 AM,39.3,28.2,south_west,1.5,10,4.2
1970.10.14,12:17:04 AM,38.6,27.2,south_west,1.5,5,0
1970.10.31,12:36:11 AM,39.92,26.16,south_west,1.5,10,4
1971.04.27,12:19:58 AM,38.91,29.06,south_west,1.5,14,4.4
1971.05.06,12:03:33 AM,39,29.3,south_west,1.5,5,0
1971.05.15,12:25:44 AM,37.61,30,south_west,1.5,15,0
1971.07.05,12:52:49 AM,41.75,32.48,south_west,1.5,5,4.2
1973.03.12,12:31:15 AM,37.44,29.79,south_west,1.5,28,4.1
1976.03.11,12:14:10 AM,39.32,27.65,south_west,1.5,10,3.9
1976.04.20,12:57:19 AM,40.86,42.1,south_west,1.5,37,0
1977.11.02,12:05:22 AM,40.6,29.3,south_west,1.5,10,0
1981.04.10,12:59:02 AM,38.96,31.28,south_west,1.5,0,0
1982.07.24,12:19:51 AM,38.51,27.44,south_west,1.5,0,0
1982.12.08,12:08:20 AM,40.1,27.76,south_west,1.5,14,0
1983.03.10,12:02:20 AM,38.34,38.97,south_west,1.5,25,0
1984.01.30,12:58:26 AM,40.5,27.49,south_west,1.5,10,0
1984.01.31,12:51:34 AM,37.03,28,south_west,1.5,15,0
1986.05.18,12:23:22 AM,39.21,28.49,south_west,1.5,10,0
1987.04.30,12:46:50 AM,38.4,30.6,south_west,1.5,5,0
1988.01.14,12:35:55 AM,39.96,29.16,south_west,1.5,8,0
1989.04.29,12:31:06 AM,37.03,28,south_west,1.5,10,0
1989.10.21,12:16:30 AM,40.31,27.05,south_west,1.5,5,0
1989.10.23,12:48:35 AM,38.92,27.21,south_west,1.5,10,0
1990.05.10,12:15:13 AM,37.95,30.5,south_west,1.5,2,0
1990.06.13,12:22:15 AM,37.03,28,south_west,1.5,2,3.9
1993.06.21,12:32:51 AM,39.2,40.4,south_west,1.5,10,0
1995.04.19,12:16:40 AM,37.13,27.62,south_west,1.5,0,0
1995.04.25,12:14:40 AM,37.83,29.19,south_west,1.5,9,0
1996.08.19,12:47:50 AM,40.73,35.26,south_west,1.5,7,0
1997.04.09,12:11:26 AM,40.12,37.74,south_west,1.5,4,0
1997.06.16,12:45:49 AM,37.94,27.36,south_west,1.5,1,0
1997.08.08,12:39:03 AM,39.71,41.98,south_west,1.5,11,0
1998.08.07,12:38:05 AM,39.97,34.02,south_west,1.5,1,0
1998.11.11,12:08:31 AM,39.18,40.19,south_west,1.5,0,0
2003.05.01,12:21:17 AM,39.02,40.49,south_west,1.5,10,0
2003.05.06,12:14:44 AM,39.02,40.49,south_west,1.5,10,0
2003.06.13,12:28:57 AM,39.3,28.2,south_west,1.5,10,4.1
2004.05.11,12:30:32 AM,38.9,43.65,south_west,1.5,10,0
2004.06.18,12:33:20 AM,39.98,27.73,south_west,1.5,14,0
2004.07.04,12:21:10 AM,37.19,27.82,south_west,1.5,10,0
2004.08.13,12:13:44 AM,40.83,26.43,south_west,1.5,10,4.2
2005.02.11,12:18:58 AM,39.1,27.92,south_west,1.5,10.4,3.6
2006.10.12,12:20:07 AM,37.83,29.19,south_west,1.5,10,4.2
2008.10.08,12:07:05 AM,37.71,37.47,south_west,1.5,3,3.6
2008.11.29,12:10:00 AM,39.58,28.84,south_west,1.5,6.2,3.6
2008.12.24,12:04:05 AM,37.86,29.16,south_west,1.5,5,0
2009.01.03,12:05:57 AM,39.6,27.4,south_west,1.5,10.7,3.5
2009.10.03,12:43:59 AM,39.24,41.33,south_west,1.5,4.3,3.8
2009.12.04,12:19:46 AM,37.4,29.54,south_west,1.5,9.5,4.8
2010.02.23,12:26:37 AM,36.87,31.3,south_west,1.5,117.6,0
2010.07.22,12:44:33 AM,39.26,42.75,south_west,1.5,7.5,3.5
2011.10.23,12:56:49 AM,38.76,43.34,south_west,1.5,7.2,4.3
2011.10.23,12:07:34 AM,38.75,43.23,south_west,1.5,10,3.9
2011.10.24,12:54:59 AM,38.78,43.28,south_west,1.5,4.7,4.4
2011.11.14,12:40:26 AM,38.89,43.58,south_west,1.5,6,3.7
2011.11.25,12:02:08 AM,38.89,43.59,south_west,1.5,5,3.8
2012.01.10,12:32:40 AM,38.58,30.96,south_west,1.5,5.5,3.7
2012.07.14,12:08:30 AM,36.99,36.73,south_west,1.5,7.4,3.9
2012.08.12,12:26:09 AM,38.79,43.64,south_west,1.5,3.2,3.6
2012.09.19,12:17:47 AM,37.32,37.12,south_west,1.5,8.1,5.1
2012.12.22,12:43:54 AM,39.43,28.25,south_west,1.5,13.8,3.5
2014.12.16,12:02:14 AM,40.15,27.08,south_west,1.5,12.9,4.4
2016.08.13,12:47:37 AM,39.53,29.12,south_west,1.5,5.4,3.2
2017.05.02,12:38:06 AM,37.57,38.53,south_west,1.5,8.9,3.6
1926.12.16,12:54:05 AM,40.13,30.72,south_east,1.5,10,5.5
1953.04.01,12:47:39 AM,39.97,27.45,south_east,1.5,20,4.9
1964.08.21,12:49:02 AM,40,40.9,south_east,1.5,20,4.6
1966.08.19,12:42:46 AM,38.8,41.4,south_east,1.5,33,4.7
1975.04.19,12:24:04 AM,40.11,28,south_east,1.5,0,0
1975.09.24,12:41:17 AM,38.68,40.65,south_east,1.5,38,0
1978.11.23,12:16:14 AM,38.33,26.56,south_east,1.5,8,0
1983.04.17,12:35:47 AM,38.08,29.54,south_east,1.5,10,0
1983.12.12,12:09:31 AM,37.93,27.64,south_east,1.5,6,0
1984.06.16,12:36:34 AM,40.16,29.33,south_east,1.5,10,0
1985.05.13,12:54:33 AM,36.93,29.4,south_east,1.5,9,0
1986.02.24,12:04:16 AM,38.96,31.3,south_east,1.5,0,0
1986.06.06,12:32:31 AM,37.99,38.04,south_east,1.5,10,0
1986.11.16,12:07:24 AM,39.34,29.01,south_east,1.5,9,0
1989.10.15,12:58:12 AM,37.22,35.9,south_east,1.5,10,0
1992.02.13,12:58:58 AM,38.39,31.14,south_east,1.5,9,0
1993.09.26,12:42:23 AM,37.86,27.36,south_east,1.5,5,0
1995.02.01,12:57:35 AM,38.44,27.32,south_east,1.5,9,0
1996.02.18,12:43:51 AM,37.56,36.22,south_east,1.5,5,0
1996.06.19,12:18:02 AM,35.99,36.05,south_east,1.5,6,0
1996.08.14,12:01:04 AM,40.32,35.14,south_east,1.5,10,0
1998.12.11,12:38:43 AM,40.04,39.16,south_east,1.5,2,0
1999.01.06,12:41:04 AM,39.07,27.8,south_east,1.5,19,0
1999.12.06,12:30:01 AM,37.31,27.85,south_east,1.5,1,0
2000.02.02,12:27:53 AM,37.98,38.41,south_east,1.5,5,0
2000.06.06,12:41:49 AM,40.7,32.99,south_east,1.5,5,0
2000.07.30,12:54:52 AM,37.01,30.38,south_east,1.5,9,0
2000.11.16,12:13:45 AM,38.39,42.86,south_east,1.5,16,0
2001.06.26,12:04:10 AM,37.19,36.44,south_east,1.5,10,0
2001.07.14,12:37:27 AM,39.3,41.1,south_east,1.5,10,0
2003.02.06,12:45:51 AM,39.56,39.74,south_east,1.5,5,0
2004.08.01,12:13:20 AM,37.93,27.64,south_east,1.5,13,0
2005.09.24,12:37:18 AM,40.36,37.38,south_east,1.5,7,0
2007.03.12,12:33:17 AM,39.09,40.4,south_east,1.5,5,4
2008.03.25,12:14:42 AM,39.38,40.87,south_east,1.5,12.7,0
2010.07.09,12:00:42 AM,38.03,28.44,south_east,1.5,5,3.5
2011.07.17,12:51:50 AM,39.12,29.1,south_east,1.5,9.5,4.1
2011.10.25,12:27:13 AM,38.84,43.51,south_east,1.5,5,4.5
2011.11.06,12:19:36 AM,38.69,43.38,south_east,1.5,4,3.8
2011.11.12,12:02:42 AM,38.67,43.2,south_east,1.5,16,3.5
2012.01.10,12:55:49 AM,39.42,35.32,south_east,1.5,4.1,3.9
2012.12.06,12:38:18 AM,38.81,43.67,south_east,1.5,5,4.2
2017.04.21,12:25:56 AM,38.78,29.06,south_east,1.5,3.4,3.8
1945.06.07,12:20:41 AM,41.17,33.25,south,1.5,10,5.1
1967.05.09,12:05:13 AM,39.61,27.15,south,1.5,37,4.5
1969.05.06,12:05:04 AM,39.2,28.3,south,1.5,19,0
1977.04.20,12:26:53 AM,38.94,27.2,south,1.5,0,0
1987.02.22,12:51:42 AM,38.42,40.5,south,1.5,10,0
1987.06.20,12:38:48 AM,38.04,27.58,south,1.5,10,3.9
1990.09.27,12:45:12 AM,37.87,27.47,south,1.5,1,0
1994.08.01,12:19:55 AM,38.19,27.73,south,1.5,5,0
1994.08.12,12:15:37 AM,40.63,29.55,south,1.5,9,0
1995.08.18,12:44:49 AM,37.83,29.46,south,1.5,7,0
1996.04.22,12:47:20 AM,38.72,40.13,south,1.5,13,0
1998.02.07,12:01:54 AM,36.83,36.22,south,1.5,31,0
1999.08.28,12:27:46 AM,40.85,30.03,south,1.5,9,0
2004.12.29,12:22:20 AM,40.38,32.93,south,1.5,10,4.4
2005.11.12,12:14:51 AM,37.14,36.33,south,1.5,15.1,0
2007.02.09,12:26:02 AM,38.44,39.11,south,1.5,6.5,0
2007.12.08,12:37:14 AM,36.94,29.24,south,1.5,8.7,0
2008.05.29,12:21:41 AM,38.4,35.07,south,1.5,5,0
2011.05.27,12:43:38 AM,39.12,29.04,south,1.5,8.6,4.5
2011.10.23,12:46:11 AM,38.75,43.25,south,1.5,4.6,3.8
2016.10.18,12:33:31 AM,38.69,31.04,south,1.5,5,3.6
1923.04.29,12:34:40 AM,40.07,36.43,north_west,1.5,10,5.6
1950.11.08,12:08:01 AM,38.27,39.16,north_west,1.5,50,5.1
1953.03.18,12:34:55 AM,40.02,27.83,north_west,1.5,10,4.6
1957.10.11,12:33:05 AM,39.32,28.19,north_west,1.5,10,4.9
1960.04.24,12:00:12 AM,39.59,39.1,north_west,1.5,10,0
1962.09.11,12:17:03 AM,40,44.1,north_west,1.5,15,0
1970.04.20,12:36:10 AM,38.7,29.2,north_west,1.5,88,4.5
1970.04.25,12:24:01 AM,39.1,29.5,north_west,1.5,5,0
1970.12.26,12:34:32 AM,39.1,29.5,north_west,1.5,5,0
1971.02.01,12:12:26 AM,37.13,30.28,north_west,1.5,30,4.5
1971.06.12,12:24:08 AM,39.1,29.5,north_west,1.5,5,0
1971.08.27,12:17:14 AM,39.85,27.16,north_west,1.5,5,0
1977.11.08,12:10:02 AM,37.8,27.4,north_west,1.5,0,0
1979.04.27,12:33:50 AM,40.61,32.88,north_west,1.5,0,0
1982.03.31,12:15:58 AM,38.59,28.18,north_west,1.5,10,0
1984.09.16,12:10:25 AM,37.74,28.8,north_west,1.5,22,0
1986.05.18,12:45:49 AM,39.45,28.32,north_west,1.5,5,0
1990.07.20,12:23:15 AM,37,29.41,north_west,1.5,2,0
1991.04.04,12:04:04 AM,37,29.41,north_west,1.5,5,0
1993.03.02,12:11:24 AM,38.29,28.08,north_west,1.5,23,0
1994.02.21,12:00:05 AM,41.02,33.42,north_west,1.5,10,0
1996.05.05,12:58:04 AM,39.37,27.36,north_west,1.5,10,0
1997.01.22,12:22:05 AM,36,36.14,north_west,1.5,20,0
1997.05.30,12:12:21 AM,37.89,27.32,north_west,1.5,5,0
1998.08.12,12:33:28 AM,37.02,35.73,north_west,1.5,10,0
1999.06.30,12:58:55 AM,38.06,38.33,north_west,1.5,6,0
2000.01.04,12:26:06 AM,40.78,30.7,north_west,1.5,14,0
2000.09.04,12:29:17 AM,39.06,41.62,north_west,1.5,0,0
2000.09.21,12:37:52 AM,37.08,36.8,north_west,1.5,2,0
2000.12.05,12:24:15 AM,39.13,27.92,north_west,1.5,7,0
2000.12.12,12:33:36 AM,39.13,27.92,north_west,1.5,5,0
2001.11.16,12:44:24 AM,38.31,43.23,north_west,1.5,15,0
2001.12.16,12:10:02 AM,40.67,35.21,north_west,1.5,5,0
2002.02.27,12:26:24 AM,39.93,33.46,north_west,1.5,6,0
2002.10.22,12:41:18 AM,37.49,36.39,north_west,1.5,13,0
2003.05.02,12:45:15 AM,38.97,40.51,north_west,1.5,5,0
2003.07.28,12:19:06 AM,38.1,28.86,north_west,1.5,9,0
2004.03.16,12:25:07 AM,37.45,36.95,north_west,1.5,8,0
2004.03.26,12:29:46 AM,39.89,40.77,north_west,1.5,10,0
2004.03.27,12:42:29 AM,39.89,40.77,north_west,1.5,10,0
2004.08.05,12:13:41 AM,37.31,27.87,north_west,1.5,15,4.2
2006.02.12,12:49:00 AM,40.62,27.66,north_west,1.5,16.4,3.8
2007.05.21,12:30:53 AM,36.76,27.62,north_west,1.5,5.6,3.8
2007.09.15,12:14:23 AM,38.57,40.86,north_west,1.5,3.5,3.6
2008.04.29,12:49:36 AM,37,29.19,north_west,1.5,8.8,3.7
2008.07.31,12:02:10 AM,39.73,33.35,north_west,1.5,5,4.2
2010.03.31,12:36:18 AM,36.75,31.62,north_west,1.5,24.5,0
2011.05.19,12:19:04 AM,39.11,28.94,north_west,1.5,5,3.6
2011.10.23,12:05:09 AM,38.75,43.55,north_west,1.5,5,4.5
2011.10.23,12:41:21 AM,38.72,43.41,north_west,1.5,5,6.7
2011.10.25,12:03:21 AM,38.8,43.49,north_west,1.5,4.7,3.6
2011.10.25,12:13:00 AM,38.7,43.4,north_west,1.5,5,3.7
2011.10.29,12:48:08 AM,38.85,43.52,north_west,1.5,4.5,3.6
2011.11.09,12:20:02 AM,38.61,43.21,north_west,1.5,4,3.5
2011.11.12,12:13:39 AM,38.92,43.58,north_west,1.5,6,3.5
2012.04.10,12:40:33 AM,38.1,38.99,north_west,1.5,5,3.5
2012.07.26,12:45:40 AM,38.7,43.35,north_west,1.5,2.6,3.6
2012.11.18,12:18:45 AM,37.31,37.09,north_west,1.5,7.1,3.8
2016.01.07,12:52:29 AM,38.92,43.56,north_west,1.5,5,3.8
2017.01.06,12:45:49 AM,39.55,35,north_west,1.5,4.8,3.4
2017.04.17,12:25:44 AM,38.63,27.61,north_west,1.5,11.8,3.5
2017.04.20,12:27:13 AM,37.12,28.63,north_west,1.5,5,3.1
2017.04.20,12:11:25 AM,39.41,28.45,north_west,1.5,6.4,4.3
1939.12.29,12:18:17 AM,39.7,39.55,north_east,1.5,10,4.8
1941.11.12,12:04:59 AM,39.74,39.43,north_east,1.5,70,5.6
1942.11.15,12:01:23 AM,39.55,28.58,north_east,1.5,10,5.8
1957.04.18,12:25:05 AM,38.74,39.67,north_east,1.5,10,4.8
1957.05.27,12:24:25 AM,41.13,30.65,north_east,1.5,70,4.6
1964.10.06,12:31:23 AM,40.3,28.23,north_east,1.5,34,7
1966.10.06,12:48:51 AM,39.1,41.75,north_east,1.5,46,4.6
1968.05.06,12:38:47 AM,40.33,28.63,north_east,1.5,4,4.5
1968.06.14,12:54:04 AM,40.25,27.75,north_east,1.5,5,0
1971.06.09,12:47:56 AM,39.5,29.2,north_east,1.5,5,0
1971.12.16,12:42:02 AM,39.52,27.78,north_east,1.5,10,4.1
1974.12.24,12:27:43 AM,37.54,29.91,north_east,1.5,24,4.5
1976.09.24,12:16:15 AM,37.11,27.31,north_east,1.5,0,0
1977.01.10,12:14:43 AM,39.48,27.38,north_east,1.5,4,4.2
1978.02.11,12:05:04 AM,40.47,29.79,north_east,1.5,0,0
1979.04.11,12:14:28 AM,39.12,43.91,north_east,1.5,44,0
1979.07.09,12:54:09 AM,38.87,27.19,north_east,1.5,0,0
1982.01.13,12:36:06 AM,37.43,29.93,north_east,1.5,0,0
1982.09.09,12:23:14 AM,41.05,42.95,north_east,1.5,3,0
1983.03.17,12:37:55 AM,37.05,30.25,north_east,1.5,0,0
1986.06.27,12:54:55 AM,37.85,27.4,north_east,1.5,7,4.2
1988.06.20,12:51:14 AM,38.72,31.2,north_east,1.5,10,0
1989.03.03,12:24:26 AM,37.1,27.98,north_east,1.5,10,0
1989.04.08,12:15:14 AM,36.8,30.2,north_east,1.5,5,0
1989.05.07,12:09:51 AM,37.85,27.4,north_east,1.5,10,0
1990.05.13,12:28:06 AM,38.94,27.23,north_east,1.5,4,0
1991.07.27,12:47:23 AM,37.37,29.77,north_east,1.5,10,0
1992.05.29,12:55:56 AM,37.53,36.81,north_east,1.5,10,0
1994.01.26,12:21:39 AM,40.72,27.33,north_east,1.5,10,0
1995.07.07,12:15:57 AM,40.5,29.32,north_east,1.5,5,0
1996.04.28,12:33:24 AM,37.49,36.06,north_east,1.5,0,0
1996.09.02,12:03:59 AM,40.76,35.37,north_east,1.5,3,0
1997.03.02,12:48:06 AM,40.69,35.32,north_east,1.5,5,0
1998.06.13,12:59:24 AM,41.16,34.41,north_east,1.5,0,0
1999.03.01,12:56:33 AM,38.18,41.09,north_east,1.5,0,0
1999.03.28,12:53:56 AM,40.61,33.07,north_east,1.5,1,0
1999.06.11,12:44:12 AM,39.53,36.83,north_east,1.5,8,0
1999.08.17,12:14:01 AM,40.64,30.65,north_east,1.5,15,0
1999.11.13,12:15:00 AM,40.73,31.5,north_east,1.5,10,0
2000.11.16,12:02:13 AM,38.4,42.86,north_east,1.5,0,0
2000.11.27,12:09:56 AM,37.98,28.96,north_east,1.5,8,0
2001.06.21,12:17:11 AM,37.91,36.39,north_east,1.5,10,0
2001.11.15,12:23:41 AM,40.33,33.77,north_east,1.5,7,0
2002.02.03,12:57:42 AM,38.75,30.94,north_east,1.5,3,0
2003.05.03,12:26:45 AM,38.86,40.53,north_east,1.5,10,0
2003.05.12,12:10:10 AM,39,40.43,north_east,1.5,10,0
2003.05.27,12:25:32 AM,40.79,31,north_east,1.5,8,0
2003.07.29,12:10:34 AM,38.13,28.86,north_east,1.5,9,0
2003.10.23,12:38:35 AM,38.31,38.85,north_east,1.5,12,0
2005.06.23,12:52:06 AM,39.43,40.96,north_east,1.5,24.1,0
2006.01.06,12:49:53 AM,38.55,40.75,north_east,1.5,6.2,0
2006.07.29,12:17:53 AM,37.55,38.7,north_east,1.5,4.1,0
2006.10.18,12:43:31 AM,38.57,43.48,north_east,1.5,10.5,0
2007.11.01,12:45:24 AM,39.01,29.75,north_east,1.5,5.3,3.5
2009.01.28,12:45:07 AM,37.8,27.43,north_east,1.5,5,3.8
2010.06.06,12:09:04 AM,38.23,40.47,north_east,1.5,5,3.5
2010.08.12,12:23:04 AM,39.69,27.54,north_east,1.5,12.5,4.9
2011.02.22,12:11:44 AM,39,42.3,north_east,1.5,5,4.5
2011.03.09,12:49:38 AM,39,42.3,north_east,1.5,5,0
2011.05.19,12:12:51 AM,39.11,29.04,north_east,1.5,5.6,4.6
2011.10.27,12:41:34 AM,38.91,43.61,north_east,1.5,5,4.1
2012.04.22,12:28:28 AM,38.91,43.6,north_east,1.5,5,3.5
2013.01.05,12:52:45 AM,37.03,29.05,north_east,1.5,5,3.6
2014.05.18,12:56:54 AM,36.45,29.5,north_east,1.5,50.4,3.8
2017.01.30,12:54:52 AM,39.54,26.13,north_east,1.5,5.8,3.5
2017.03.07,12:54:35 AM,37.12,28.6,north_east,1.5,6,3.7
2017.05.11,12:13:26 AM,38.21,36.85,north_east,1.5,5,3.7
1967.07.22,12:56:58 AM,40.67,30.69,north,1.5,33,6.3
1969.03.27,12:07:03 AM,39.12,28.2,north,1.5,51,0
1980.02.24,12:27:23 AM,39.24,29.37,north,1.5,10,0
1981.12.20,12:08:50 AM,39.51,26.17,north,1.5,6,3.8
1982.01.10,12:10:25 AM,36.94,28.71,north,1.5,0,0
1982.04.27,12:51:55 AM,39.31,28.18,north,1.5,10,0
1996.04.23,12:03:43 AM,40.64,29.94,north,1.5,5,0
1996.05.08,12:20:10 AM,37.86,27.38,north,1.5,15,0
1998.07.15,12:32:31 AM,36.86,35.65,north,1.5,8,0
1999.07.24,12:31:05 AM,39.34,27.76,north,1.5,8,0
1999.08.26,12:39:01 AM,40.7,30.45,north,1.5,5,0
2000.11.16,12:23:30 AM,38.42,42.89,north,1.5,8,0
2006.07.29,12:17:57 AM,37.55,38.69,north,1.5,5,0
2011.11.06,12:24:44 AM,38.72,43.21,north,1.5,6,4.1
2011.11.11,12:57:21 AM,38.92,43.59,north,1.5,6,3.9
2012.03.03,12:02:10 AM,38.78,43.54,north,1.5,5,4.1
2014.04.14,12:51:04 AM,40.69,34.86,north,1.5,1.8,3.6
2015.11.29,12:28:08 AM,38.83,37.85,north,1.5,7.1,5.1
1928.03.31,12:29:49 AM,38.18,27.8,east,1.5,10,6.1
1953.03.24,12:20:01 AM,40,27.5,east,1.5,12,4.7
1967.04.04,12:14:11 AM,40,27.5,east,1.5,5,0
1976.03.16,12:57:36 AM,39.4,27.6,east,1.5,0,0
1980.10.05,12:31:41 AM,37.6,37.15,east,1.5,64,0
1982.06.01,12:32:02 AM,39.11,27.83,east,1.5,11,0
2000.01.13,12:56:09 AM,38.66,39.79,east,1.5,0,0
2000.10.04,12:25:39 AM,39.4,27.6,east,1.5,10,0
2001.09.02,12:42:27 AM,38.64,39.91,east,1.5,6,0
2003.01.05,12:22:46 AM,39.54,28.43,east,1.5,17,0
2004.04.09,12:50:37 AM,39.97,40.8,east,1.5,10,0
2007.01.22,12:59:14 AM,39.59,42.78,east,1.5,5,0
2007.01.28,12:05:51 AM,39.58,42.81,east,1.5,3.8,0
2009.04.28,12:28:21 AM,39.1,41.82,east,1.5,5,0
1967.08.12,12:59:21 AM,41.06,34.31,west,1.6,33,4.3
1975.09.06,12:20:12 AM,38.51,40.77,west,1.6,32,0
1975.09.21,12:06:08 AM,38.39,40.63,west,1.6,18,0
1979.03.27,12:05:12 AM,41.3,33.3,west,1.6,10,0
1995.09.27,12:03:50 AM,38.08,30.1,west,1.6,2,0
1995.10.01,12:01:46 AM,38.08,30.1,west,1.6,6,0
1996.11.24,12:18:59 AM,37.52,37.25,west,1.6,1,0
1997.07.10,12:50:39 AM,38.96,40.44,west,1.6,15,0
1999.03.01,12:53:52 AM,38.17,41.13,west,1.6,6,0
2000.01.09,12:07:30 AM,37.03,36,west,1.6,2,0
2000.05.06,12:36:41 AM,39.7,37,west,1.6,0,0
2000.07.24,12:04:02 AM,36.73,31.52,west,1.6,5,0
2004.09.05,12:50:48 AM,36.58,29.07,west,1.6,10,3.5
2010.09.06,12:07:11 AM,39.97,39.72,west,1.6,5.1,0
2011.10.23,12:44:25 AM,38.74,43.3,west,1.6,12.6,4
2012.03.25,12:50:30 AM,39.93,42.94,west,1.6,6.9,3.9
2012.09.16,12:54:16 AM,37.45,35.75,west,1.6,18.7,4.7
1940.10.11,12:37:13 AM,40.81,33.3,south_west,1.6,10,4.9
1951.08.14,12:46:08 AM,41.08,33.18,south_west,1.6,40,4.9
1957.06.02,12:12:01 AM,40.71,30.78,south_west,1.6,10,4.8
1959.01.20,12:40:50 AM,36.7,28.7,south_west,1.6,30,4.8
1967.08.08,12:38:04 AM,40.1,31.3,south_west,1.6,5,0
1969.03.25,12:28:50 AM,38.78,28.51,south_west,1.6,40,4.8
1970.03.28,12:59:34 AM,39.13,29,south_west,1.6,10,4
1970.03.28,12:41:20 AM,39.13,29.53,south_west,1.6,42,4.9
1975.03.27,12:47:39 AM,40.4,26.5,south_west,1.6,0,0
1976.06.07,12:39:08 AM,36.7,28.7,south_west,1.6,0,0
1976.09.06,12:11:38 AM,39.06,29,south_west,1.6,11,3.5
1977.03.26,12:23:59 AM,37,27.26,south_west,1.6,0,0
1977.12.09,12:32:11 AM,39.36,27.99,south_west,1.6,3,3.9
1978.01.07,12:55:15 AM,39.78,28.68,south_west,1.6,10,0
1979.03.25,12:23:13 AM,40.88,31.04,south_west,1.6,9,0
1982.01.09,12:46:54 AM,37.92,28.87,south_west,1.6,3,4.3
1984.02.09,12:37:26 AM,37.05,28.35,south_west,1.6,30,0
1984.12.12,12:25:31 AM,40.27,29.28,south_west,1.6,10,0
1985.05.30,12:45:30 AM,36.55,29.31,south_west,1.6,10,0
1986.06.06,12:50:33 AM,37.98,38,south_west,1.6,10,0
1987.02.04,12:15:32 AM,37.75,39.3,south_west,1.6,10,0
1987.07.23,12:07:37 AM,38.73,27.82,south_west,1.6,10,0
1987.12.16,12:37:56 AM,37.92,30.92,south_west,1.6,6,0
1990.08.07,12:30:49 AM,37.02,29.37,south_west,1.6,10,0
1990.12.12,12:56:53 AM,39.1,27.6,south_west,1.6,10,3.7
1991.02.10,12:19:19 AM,38.54,29.33,south_west,1.6,6,0
1994.02.18,12:23:39 AM,38.9,29.96,south_west,1.6,5,0
1994.07.15,12:54:35 AM,39.12,28.87,south_west,1.6,10,0
1996.04.30,12:07:23 AM,37.29,27.77,south_west,1.6,0,0
1997.12.12,12:01:16 AM,39.83,41.88,south_west,1.6,0,0
1999.05.23,12:01:37 AM,37.25,27.85,south_west,1.6,1,0
