carat,cut,clarity,price
1.01,Ideal,SI1,5664
1.01,Ideal,SI1,5664
1.29,Premium,VS1,5664
1.19,Premium,SI1,5664
1.23,Very Good,SI1,5665
1.09,Ideal,SI1,5665
1.23,Very Good,VVS2,5665
1.2,Very Good,SI1,5665
1.02,Ideal,VS2,5666
1.01,Fair,VS2,5666
1.05,Very Good,SI1,5666
1.02,Ideal,VS2,5666
1.02,Premium,VS2,5666
1.02,Premium,VS2,5666
0.96,Ideal,VS1,5666
1.1,Very Good,SI1,5667
2,Fair,I1,5667
1,Good,VS2,5667
1,Good,VS1,5668
1.27,Very Good,SI1,5669
1.2,Premium,SI1,5669
1.06,Ideal,VS2,5669
1.25,Ideal,SI2,5670
0.9,Very Good,IF,5670
1.35,Ideal,SI2,5670
1,Very Good,SI1,5671
0.99,Very Good,SI1,5671
1.22,Premium,SI1,5671
1.22,Premium,SI2,5671
1.3,Premium,SI1,5671
1.21,Very Good,SI1,5672
1.05,Fair,VS2,5673
1.1,Premium,VS1,5673
1.04,Premium,VS2,5674
1.18,Very Good,SI1,5674
1.21,Premium,VVS2,5674
1.14,Ideal,SI2,5675
1.28,Ideal,SI2,5676
1.29,Ideal,VS1,5676
1.09,Premium,VS2,5677
1.09,Premium,VS2,5677
1.09,Premium,VS2,5677
1.16,Very Good,SI1,5678
1.2,Premium,VS1,5678
1.16,Good,SI1,5678
1.01,Very Good,VS2,5679
1.02,Fair,SI1,5681
1.51,Premium,SI2,5682
1.02,Ideal,VS2,5683
1.24,Ideal,VS2,5683
1.01,Very Good,SI1,5684
1.03,Ideal,SI1,5684
1.01,Very Good,VVS2,5684
1.02,Premium,SI1,5686
1.02,Premium,SI1,5686
1.01,Very Good,VS1,5687
1.11,Ideal,SI1,5688
1.85,Very Good,I1,5688
1.04,Very Good,SI1,5689
1.2,Premium,SI2,5689
1.23,Good,SI2,5689
1.27,Premium,SI1,5690
1.19,Ideal,SI1,5690
1.27,Premium,SI1,5690
1.27,Ideal,SI1,5690
1.27,Very Good,VS1,5690
1.21,Ideal,SI2,5692
1.1,Ideal,VS2,5692
1.2,Ideal,SI1,5694
1.01,Ideal,SI1,5694
1.24,Premium,SI2,5694
1.24,Premium,SI2,5694
1.16,Very Good,SI1,5695
1.16,Ideal,SI2,5695
1.23,Premium,SI2,5695
1.5,Ideal,I1,5695
1.01,Very Good,VS2,5696
1.18,Premium,SI1,5696
2.01,Fair,I1,5696
2.01,Fair,I1,5696
1.05,Ideal,VS2,5697
1.06,Ideal,SI1,5697
1.2,Very Good,SI2,5698
1.19,Very Good,SI1,5698
1.01,Ideal,SI1,5698
1.07,Ideal,VS2,5698
1.19,Premium,SI1,5698
1.19,Premium,SI1,5698
1.2,Premium,VS2,5699
1.2,Premium,VS2,5699
1.25,Very Good,SI1,5699
1.2,Premium,VS2,5699
1.2,Premium,SI2,5699
1.2,Ideal,VS2,5699
1.14,Premium,VS2,5700
1.01,Good,VS2,5700
1.01,Good,SI1,5700
1.01,Premium,VS2,5701
1.02,Very Good,SI1,5701
1.01,Very Good,VS2,5701
1.01,Good,VS2,5701
1.01,Good,VS2,5701
1.01,Very Good,VS2,5701
1.01,Good,VS2,5701
1.01,Good,VS2,5701
1.01,Premium,VS2,5701
1.01,Premium,SI1,5701
1,Good,VS2,5702
1,Good,VS2,5702
1,Very Good,VS2,5702
1,Very Good,VS2,5702
1.02,Ideal,SI1,5702
1.06,Ideal,VS1,5702
1.05,Ideal,SI2,5702
1.01,Ideal,SI1,5702
1.16,Premium,SI1,5702
1.22,Ideal,SI2,5703
1.22,Ideal,SI2,5703
1.01,Very Good,SI2,5703
1.02,Premium,VS2,5704
1.07,Premium,SI1,5704
1.07,Ideal,SI2,5704
1.05,Ideal,SI1,5704
1.25,Ideal,SI2,5706
1.09,Premium,SI1,5706
1.02,Good,VS1,5706
1.21,Ideal,VS2,5707
0.31,Very Good,VS2,605
0.26,Ideal,VVS1,605
0.26,Ideal,VVS1,605
0.38,Ideal,VS1,605
0.41,Ideal,SI2,605
0.26,Ideal,IF,605
0.26,Ideal,IF,605
0.36,Premium,SI2,605
0.32,Ideal,VS1,605
0.32,Ideal,VS1,605
0.32,Premium,VS2,605
0.31,Premium,VS2,605
0.31,Premium,VS2,605
0.31,Premium,SI1,605
0.3,Premium,VS2,605
0.3,Very Good,VS1,605
0.3,Premium,VS2,605
0.3,Very Good,VS2,605
0.3,Premium,VS1,605
0.3,Ideal,VS2,605
0.3,Ideal,VS2,605
0.3,Good,VVS2,605
0.3,Ideal,VVS2,605
0.3,Good,VS1,605
0.3,Ideal,VS2,605
0.3,Ideal,VVS2,605
0.3,Ideal,VS2,605
0.3,Ideal,VS1,605
0.3,Very Good,VS2,605
0.3,Good,VVS2,605
1.04,Premium,SI1,5708
1.04,Good,SI1,5708
0.91,Premium,VVS2,5708
1.02,Very Good,SI1,5709
1.03,Ideal,SI1,5710
1.03,Premium,SI1,5710
1.2,Ideal,SI2,5712
1.01,Very Good,SI1,5712
1.2,Premium,SI1,5712
1.2,Premium,SI2,5712
1.2,Ideal,SI2,5712
1.01,Very Good,SI1,5713
1.06,Very Good,SI1,5713
1.01,Premium,SI1,5713
1.01,Premium,VS2,5713
1.24,Ideal,SI1,5714
1.22,Ideal,SI2,5714
1.27,Very Good,SI2,5715
1.35,Premium,SI1,5715
1.23,Ideal,SI2,5715
1.35,Premium,SI2,5715
1.1,Premium,SI1,5717
1.19,Ideal,SI2,5717
1.32,Very Good,SI1,5717
0.91,Ideal,SI1,5717
1.23,Premium,SI1,5717
1.23,Premium,SI1,5717
1.23,Premium,SI2,5717
1.2,Premium,SI1,5718
1,Very Good,SI1,5718
1,Premium,VS2,5718
1.28,Ideal,SI2,5719
1,Very Good,VS2,5720
1.21,Premium,SI1,5720
1.22,Very Good,SI2,5721
1.32,Ideal,SI2,5721
1.03,Premium,VS2,5722
1.2,Ideal,SI2,5722
1.2,Ideal,VS1,5722
1.31,Premium,VS1,5722
1.36,Very Good,SI1,5723
1,Good,VS2,5723
1.4,Premium,SI2,5723
1.46,Fair,SI2,5723
1,Very Good,VS2,5723
1,Premium,SI1,5723
1,Premium,SI1,5723
1.2,Very Good,VS2,5724
1.01,Good,SI1,5724
1.04,Premium,SI1,5724
1.24,Very Good,SI2,5725
1.21,Very Good,VS1,5726
1.05,Ideal,VS2,5728
1.3,Ideal,SI1,5728
0.99,Ideal,SI1,5728
1,Ideal,SI1,5728
1,Ideal,SI1,5728
1.13,Premium,VS2,5728
1,Fair,VS2,5729
0.93,Premium,SI1,5729
1.1,Very Good,VS2,5729
1.1,Premium,VS2,5729
1.01,Good,VS2,5731
1.01,Very Good,SI1,5731
1.01,Very Good,SI1,5731
1.09,Ideal,VS2,5732
0.91,Very Good,VVS2,5733
1.02,Very Good,SI1,5733
2.27,Fair,I1,5733
1.2,Ideal,VS2,5736
1.26,Very Good,SI2,5736
1.04,Very Good,VS2,5738
1.22,Premium,SI2,5739
1.21,Premium,VS1,5739
1.22,Premium,SI2,5739
1.22,Very Good,SI2,5739
1.22,Premium,SI1,5739
1.25,Premium,SI1,5740
1.25,Premium,SI2,5740
1.25,Premium,VS1,5740
1.25,Premium,SI2,5740
1.01,Premium,VS2,5741
1.24,Premium,SI2,5741
1.01,Premium,SI1,5741
1.01,Very Good,SI1,5743
1.17,Ideal,SI2,5743
1,Good,VS1,5743
1.03,Premium,VS1,5744
1.31,Premium,SI2,5744
1.31,Premium,SI2,5744
1.08,Ideal,VS2,5745
1.21,Premium,SI2,5746
1.2,Premium,SI1,5746
1.2,Premium,SI1,5746
1.2,Premium,SI1,5746
1.01,Very Good,VS2,5747
1.01,Good,SI1,5747
1.19,Premium,VS1,5747
1.34,Ideal,VS1,5748
1.06,Ideal,VS2,5748
1.07,Ideal,SI1,5748
1.01,Premium,SI1,5749
1.51,Fair,I1,5750
1.15,Very Good,VS2,5750
1.11,Premium,SI1,5750
1.01,Ideal,SI1,5751
1.17,Premium,SI1,5751
1.17,Ideal,SI1,5751
1.3,Premium,SI2,5751
1.07,Very Good,SI1,5752
0.81,Ideal,VVS1,5752
0.9,Very Good,IF,5754
1,Very Good,SI1,5755
1,Ideal,SI1,5755
1.34,Premium,SI2,5756
1.08,Ideal,SI1,5756
1.01,Good,VS2,5756
0.9,Very Good,VS1,5757
0.9,Very Good,VS1,5757
1.07,Good,VS2,5758
1.02,Very Good,VS2,5758
0.92,Ideal,IF,5758
1.08,Premium,SI1,5758
1.35,Premium,SI2,5758
1.06,Ideal,SI1,5758
1.35,Very Good,VS1,5759
1.01,Very Good,VS2,5759
1.01,Very Good,VS2,5759
1.01,Very Good,VS2,5759
1,Very Good,VS2,5759
1.01,Very Good,VS2,5759
1.01,Premium,VS2,5759
1.01,Premium,VS2,5759
1.01,Very Good,VS2,5759
1.01,Very Good,VS2,5759
1.01,Very Good,SI1,5759
1.31,Premium,VS1,5759
1.31,Premium,VS1,5759
1.13,Ideal,SI1,5759
1.28,Good,VS1,5759
1.01,Very Good,VS2,5760
1.21,Premium,SI1,5760
1.22,Ideal,VS2,5761
1.27,Ideal,SI1,5761
1.27,Premium,VVS1,5761
1.35,Ideal,SI2,5761
1.05,Premium,SI1,5762
1.23,Ideal,VS2,5763
1.23,Very Good,SI1,5763
1.2,Ideal,SI1,5763
1.14,Ideal,SI1,5763
1.07,Premium,VS1,5764
1.68,Good,I1,5765
1.2,Ideal,VS1,5765
1.38,Ideal,SI2,5765
1.33,Premium,SI2,5765
1,Very Good,VS2,5766
1,Good,VS2,5766
1.04,Premium,SI1,5766
1.2,Ideal,VS1,5766
1.56,Ideal,SI2,5766
1.04,Good,SI1,5766
1.07,Very Good,SI1,5767
1.07,Ideal,SI1,5767
0.96,Ideal,VS1,5767
1.02,Ideal,VVS2,5767
1.51,Premium,SI2,5767
1.23,Ideal,SI1,5768
1.03,Good,SI2,5768
1.09,Ideal,SI1,5768
1.23,Premium,VVS2,5768
1.11,Good,SI1,5769
1.1,Very Good,SI1,5769
1.05,Very Good,SI1,5770
1.13,Fair,SI1,5771
0.9,Good,IF,5771
1.09,Very Good,SI1,5771
1.29,Very Good,SI1,5771
1.29,Ideal,VS2,5771
1.22,Premium,VS1,5773
1.02,Ideal,SI1,5773
1.1,Premium,SI1,5773
1.22,Ideal,VS1,5773
1.03,Premium,VS2,5774
1,Premium,SI1,5775
1,Ideal,SI1,5775
1,Ideal,SI1,5775
1,Premium,SI1,5775
1.25,Very Good,SI2,5775
1,Premium,SI1,5775
1.08,Premium,VS2,5775
1.24,Premium,SI1,5775
1.04,Premium,VS2,5777
1.01,Very Good,VS2,5777
1.01,Ideal,VS1,5777
1.02,Very Good,SI1,5778
1.34,Ideal,SI2,5778
1.34,Premium,VS2,5778
1.01,Very Good,VS2,5779
1.13,Premium,VS2,5779
0.92,Very Good,SI1,5779
1.2,Good,SI1,5779
1.2,Premium,SI2,5779
0.92,Ideal,SI1,5779
1.29,Ideal,VS1,5779
1.2,Premium,SI2,5779
1.11,Very Good,SI1,5780
1.01,Premium,SI1,5780
1.01,Premium,SI1,5780
1.11,Premium,VS2,5781
1.16,Premium,VS2,5781
1.24,Very Good,VS1,5783
1.24,Very Good,VS1,5783
1.24,Very Good,VS2,5783
1.06,Premium,VS2,5783
1.06,Premium,VS2,5783
1.06,Very Good,VS2,5783
1.09,Very Good,VS2,5783
1,Good,SI1,5784
1.01,Fair,VS2,5784
1.33,Very Good,VS2,5785
1.01,Good,VS1,5786
1.23,Premium,VS1,5786
1.34,Very Good,SI2,5787
1.01,Premium,VS2,5787
1.21,Good,SI2,5787
1.3,Premium,SI2,5788
1.23,Very Good,VS2,5789
1.01,Very Good,SI1,5789
1.08,Ideal,VS1,5791
1.03,Premium,SI1,5791
1.26,Ideal,VS2,5792
1.16,Ideal,SI2,5793
1.21,Premium,SI1,5793
1.22,Premium,SI2,5794
0.9,Very Good,VS1,5795
0.91,Ideal,VS1,5795
1.28,Ideal,VS2,5795
1.04,Ideal,SI1,5795
1.38,Ideal,SI2,5796
1.24,Ideal,SI2,5797
1.24,Ideal,SI1,5797
1.01,Fair,VS2,5797
1,Ideal,SI2,5798
1.06,Ideal,SI1,5798
1.16,Very Good,SI2,5799
1.09,Premium,SI1,5799
1.35,Premium,SI1,5799
1.32,Premium,VS2,5800
1.03,Very Good,VS2,5800
1.18,Premium,SI1,5801
1.51,Fair,SI2,5801
1.14,Premium,SI1,5801
1.19,Premium,SI1,5802
1.11,Premium,SI1,5802
1.02,Very Good,SI1,5803
1,Very Good,SI1,5804
1.03,Ideal,SI1,5804
1.03,Ideal,SI1,5804
1.03,Ideal,SI1,5804
1,Ideal,SI1,5804
1.16,Ideal,SI1,5805
1.08,Very Good,SI2,5805
1.04,Ideal,VS2,5805
0.92,Ideal,VS2,5805
1.1,Premium,VS2,5805
1,Premium,VS2,5806
1,Premium,VS2,5806
1,Very Good,VS2,5806
1,Very Good,VS2,5806
1,Premium,VS2,5806
1.02,Ideal,SI1,5806
1.22,Ideal,SI1,5807
1.22,Ideal,SI1,5807
1.22,Ideal,SI2,5807
1.22,Ideal,SI2,5807
1.22,Ideal,SI1,5807
1.5,Very Good,I1,5808
1.32,Ideal,VS1,5808
1.14,Premium,VS1,5809
1.24,Good,SI2,5809
1.14,Premium,SI1,5809
1.25,Ideal,SI2,5810
1.01,Very Good,SI1,5812
1.01,Ideal,SI1,5812
1.06,Premium,VS2,5813
1.13,Ideal,VS1,5813
1.07,Premium,SI1,5813
1.02,Very Good,SI1,5814
1.21,Ideal,SI2,5814
1.03,Premium,VS2,5814
1.01,Very Good,SI1,5815
1.29,Premium,VS2,5815
1.18,Very Good,SI1,5815
1.02,Good,VS2,5816
1.02,Ideal,VS2,5816
1.02,Ideal,VS2,5816
1.09,Ideal,SI1,5816
1.09,Ideal,SI1,5816
1.2,Very Good,SI1,5816
0.3,Ideal,VVS2,605
0.3,Good,VVS2,605
0.3,Ideal,VS2,605
0.3,Premium,VS1,605
0.3,Very Good,VVS2,605
0.3,Ideal,VVS2,605
0.3,Premium,VS2,605
0.3,Ideal,VS1,605
0.3,Ideal,VVS2,605
0.3,Very Good,VS1,605
0.3,Premium,VS2,605
0.3,Premium,VS2,605
0.3,Very Good,VS1,605
0.3,Very Good,VS1,605
0.3,Ideal,VVS2,605
0.3,Premium,VVS2,605
0.3,Ideal,VS2,605
0.3,Very Good,VS1,605
0.3,Good,VVS2,605
0.3,Good,VS1,605
0.3,Very Good,VVS2,605
0.3,Very Good,VS1,605
0.3,Very Good,VS1,605
0.3,Very Good,VS1,605
0.3,Very Good,VS1,605
0.3,Good,VVS2,605
0.3,Ideal,VVS2,605
0.3,Very Good,VS1,605
0.3,Good,VS1,605
0.3,Premium,VS2,605
1.01,Good,VS2,5817
0.95,Good,VVS2,5817
1.06,Premium,SI1,5817
1.08,Premium,VS1,5818
1.12,Ideal,SI1,5818
1.2,Good,VS1,5818
1.2,Good,VS1,5818
1.14,Very Good,SI1,5819
1,Good,VS2,5819
1.07,Very Good,VS2,5820
1.07,Ideal,VS2,5820
1.23,Ideal,SI2,5820
1.31,Ideal,SI2,5820
1.05,Very Good,SI1,5821
1.08,Good,SI1,5821
1.05,Premium,VS2,5821
1.05,Premium,SI1,5821
1.05,Premium,SI1,5821
1.1,Premium,SI1,5821
1.2,Premium,SI1,5822
1.2,Premium,SI1,5822
1.2,Ideal,SI1,5822
1.2,Premium,SI1,5822
1.19,Ideal,SI2,5822
1.01,Good,SI1,5823
1.3,Premium,VS2,5824
1,Ideal,VS2,5824
0.91,Very Good,VS2,5825
1.19,Good,SI1,5825
1.21,Very Good,SI1,5826
1.01,Premium,VS1,5826
1.03,Premium,VS2,5826
1.2,Ideal,SI2,5826
0.9,Ideal,VS2,5828
1.01,Ideal,SI2,5828
1.13,Ideal,SI1,5829
1.01,Good,VS2,5829
1,Good,VS1,5829
1.15,Very Good,VS2,5831
1.14,Ideal,VS2,5831
1.16,Good,VVS2,5831
1.37,Ideal,VS2,5831
1.17,Premium,SI1,5831
1.27,Premium,VS2,5832
1.3,Very Good,VS2,5832
1.22,Premium,VS2,5832
1.01,Ideal,SI1,5832
1.01,Very Good,SI1,5832
1.01,Very Good,SI1,5832
1.31,Premium,VS2,5832
1.33,Premium,SI2,5832
1.2,Ideal,VS2,5833
1.2,Very Good,VS2,5833
1.05,Ideal,VS2,5833
1,Fair,VS1,5833
1.5,Good,SI2,5833
1.23,Good,VS1,5834
1.37,Very Good,SI2,5834
1.06,Ideal,SI1,5834
1.24,Very Good,VS2,5836
1.03,Ideal,SI2,5836
1.08,Premium,SI1,5836
1.17,Ideal,SI1,5837
1.03,Ideal,SI1,5837
1.12,Ideal,SI1,5838
1.01,Premium,VS2,5839
1.01,Very Good,VS2,5839
1.02,Very Good,SI1,5839
1.08,Ideal,VS2,5839
1.02,Ideal,SI1,5840
1,Fair,VS2,5840
0.74,Ideal,VVS2,5841
1.23,Premium,SI2,5841
1.17,Ideal,SI2,5842
1.05,Ideal,SI1,5842
1,Ideal,VS2,5844
1.09,Very Good,VS1,5845
1.12,Premium,VS1,5845
1.5,Fair,VS2,5846
1.2,Premium,SI2,5846
1.2,Premium,SI2,5846
1.2,Premium,SI2,5846
1.03,Premium,VS1,5849
1.26,Very Good,VS2,5849
1.08,Ideal,VS2,5850
1.25,Very Good,SI2,5851
1,Very Good,SI1,5851
1.15,Premium,SI1,5851
1.15,Premium,SI1,5851
1.33,Ideal,VS1,5852
1.16,Ideal,SI1,5852
1,Fair,VS1,5853
1.2,Very Good,VS1,5853
1,Very Good,VS2,5854
1.11,Ideal,SI1,5854
1.01,Premium,SI1,5854
1.01,Ideal,VS2,5855
0.9,Good,IF,5855
1.23,Very Good,SI1,5855
1.23,Ideal,SI1,5855
1.36,Premium,SI2,5856
1.33,Ideal,SI1,5857
1.14,Premium,VS2,5858
1.24,Very Good,SI2,5858
1.81,Fair,I1,5859
1,Very Good,VS2,5860
1,Good,VS2,5860
1.09,Premium,VS1,5860
1.01,Premium,SI1,5860
1.01,Very Good,VS2,5861
1.01,Very Good,SI1,5861
1.14,Ideal,SI1,5861
1.35,Ideal,VS2,5862
1.12,Ideal,SI1,5863
1.14,Ideal,VS1,5863
1,Good,VS1,5863
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1,Good,VS2,5864
1,Premium,VS2,5864
1,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.01,Premium,VS2,5864
1.1,Ideal,VS1,5864
1.21,Very Good,VS1,5865
1,Very Good,SI1,5865
1.21,Very Good,VS1,5866
1.24,Ideal,VS1,5866
1.24,Ideal,SI2,5866
1.08,Ideal,SI1,5867
1.2,Very Good,SI1,5868
1.1,Ideal,SI1,5868
1.2,Premium,SI1,5868
1.31,Premium,SI1,5869
1.21,Very Good,SI1,5871
1.18,Good,SI2,5871
1.68,Good,I1,5871
1.21,Premium,SI1,5871
1.04,Good,SI1,5871
1.07,Premium,SI1,5872
1.07,Ideal,SI1,5872
1.31,Premium,SI1,5876
1.06,Ideal,SI1,5877
1.28,Premium,VS2,5878
0.93,Ideal,IF,5879
0.95,Ideal,VS1,5879
1,Premium,SI1,5880
1,Premium,SI1,5880
1.25,Ideal,SI2,5880
1.2,Very Good,SI2,5880
1.2,Ideal,VS2,5880
1,Ideal,SI1,5880
1,Premium,SI1,5880
1,Premium,SI1,5880
1,Premium,SI1,5880
1,Ideal,SI1,5880
1,Ideal,SI1,5880
1,Ideal,SI1,5880
1.01,Ideal,VS1,5882
1.01,Fair,VS2,5882
1.21,Ideal,VS2,5882
1.21,Ideal,VS2,5882
1.04,Premium,SI1,5882
1.04,Ideal,SI1,5882
1.01,Premium,VS2,5882
1.04,Premium,VS1,5882
1.01,Premium,VS2,5882
1,Very Good,VS2,5883
1.03,Premium,VS1,5883
1.2,Very Good,VS2,5884
1.03,Very Good,SI2,5884
1.2,Very Good,SI2,5884
1.2,Ideal,VS2,5884
1.21,Very Good,SI1,5885
1.27,Ideal,VS1,5885
1.13,Premium,VS2,5885
1.13,Ideal,VS2,5885
1.13,Premium,VS2,5885
1.01,Very Good,VS2,5886
0.92,Ideal,VVS1,5886
1.05,Premium,VS1,5886
0.9,Very Good,VS2,5887
1,Ideal,VS2,5887
1,Ideal,VS2,5887
1,Premium,VS2,5887
1.28,Ideal,SI2,5888
1.1,Ideal,VS2,5888
1.09,Premium,VS2,5889
1.06,Ideal,VS2,5889
1.06,Premium,VS2,5889
1.21,Premium,SI2,5889
1.24,Premium,VS2,5889
1.06,Premium,VS2,5889
1.23,Good,SI1,5889
1.24,Ideal,SI2,5889
1.24,Premium,VS2,5889
1.23,Ideal,SI1,5889
1.24,Premium,SI2,5889
1.02,Premium,SI1,5890
1.15,Ideal,SI2,5891
1.17,Ideal,VS1,5892
1.21,Premium,VVS1,5893
0.99,Premium,VS2,5893
1.21,Good,SI1,5893
1.23,Ideal,SI2,5894
1.04,Premium,SI1,5894
1.01,Very Good,VS2,5897
0.9,Ideal,VS2,5897
1.29,Good,VS2,5898
1.01,Premium,VS1,5898
1.16,Ideal,SI2,5898
1.14,Good,SI1,5899
1.2,Premium,SI1,5899
1.26,Premium,SI2,5899
1.01,Very Good,VS2,5902
1.01,Good,VS2,5902
1.5,Very Good,SI2,5902
1.21,Ideal,VS1,5902
1.25,Premium,VS2,5902
1.24,Ideal,SI2,5902
1.24,Ideal,SI1,5902
1.01,Very Good,VS1,5904
1.09,Ideal,VS2,5904
1,Good,VS1,5906
1.03,Premium,VS2,5906
0.9,Ideal,VS1,5907
1.16,Ideal,SI1,5908
1.11,Premium,SI1,5908
1.08,Premium,SI1,5908
1,Fair,VS1,5908
1.07,Ideal,SI1,5909
1.22,Premium,VS1,5910
1.01,Very Good,VS2,5911
1.13,Ideal,SI1,5911
1.16,Ideal,SI1,5911
1.38,Premium,SI1,5912
1.33,Very Good,VS2,5913
1.2,Good,SI1,5913
1,Premium,VVS2,5914
1.1,Very Good,VS2,5914
2,Fair,I1,5914
1.05,Ideal,SI1,5914
1.05,Ideal,SI1,5914
1,Very Good,VVS2,5914
1,Ideal,VVS2,5914
1,Very Good,VS1,5914
1.2,Good,VS2,5914
1.65,Fair,SI1,5914
1.2,Ideal,VS2,5914
1.5,Premium,I1,5914
1.5,Good,SI1,5914
1.11,Very Good,SI1,5915
1.02,Ideal,VS2,5915
1.31,Very Good,SI2,5916
1.52,Fair,SI2,5916
1.05,Very Good,VS2,5917
1.2,Very Good,SI1,5918
1.02,Premium,SI1,5918
1.01,Very Good,VS2,5919
1.01,Very Good,VS2,5919
1.01,Very Good,VS2,5919
1.35,Premium,SI2,5919
1.51,Fair,SI2,5919
1.51,Fair,SI2,5919
1,Good,VS1,5920
1.28,Very Good,SI1,5920
1.21,Premium,SI2,5920
1.32,Premium,SI2,5921
1,Good,VS1,5921
1.18,Premium,VS1,5921
1.21,Very Good,SI2,5922
1.02,Good,VS2,5922
1.02,Ideal,VS2,5922
1.09,Ideal,SI1,5922
1.09,Ideal,SI1,5922
1.27,Good,VS2,5923
1.01,Premium,VS2,5923
1.03,Very Good,SI1,5924
1.29,Premium,SI2,5924
1.14,Premium,SI1,5925
1.14,Premium,SI1,5925
1.27,Ideal,VS2,5925
1.25,Premium,VS2,5925
1.29,Ideal,SI2,5926
1.08,Good,SI1,5927
1.05,Premium,VS2,5927
1.05,Premium,SI1,5927
1,Ideal,VS2,5929
1,Ideal,SI1,5929
1,Very Good,VVS2,5929
1,Very Good,VS2,5929
1,Very Good,VS2,5929
1,Good,VS2,5929
1.23,Premium,SI2,5929
1.02,Very Good,SI1,5930
0.3,Ideal,VS2,605
0.3,Ideal,VS1,605
0.3,Ideal,VS1,605
0.3,Premium,VS1,605
0.3,Ideal,VS2,605
0.3,Ideal,VS1,605
0.3,Very Good,VS1,605
0.3,Premium,VS1,605
0.3,Ideal,VVS2,605
0.3,Good,VS1,605
0.3,Ideal,VS2,605
0.3,Ideal,VS2,605
0.3,Premium,VS1,605
0.3,Very Good,VVS2,605
0.3,Premium,VVS2,605
0.3,Ideal,VS1,605
0.3,Premium,VS2,605
0.3,Ideal,VS2,605
0.3,Good,VVS2,605
0.3,Good,VS1,605
0.3,Ideal,VS1,605
0.3,Very Good,VS1,605
0.3,Premium,VVS2,605
0.3,Very Good,VS1,605
0.3,Premium,VS1,605
0.3,Very Good,VVS2,605
0.3,Ideal,VS1,605
0.3,Ideal,VVS2,605
0.3,Good,VS1,605
0.3,Very Good,VS2,605
1.15,Ideal,VS1,5930
1.22,Premium,VS2,5930
1.21,Very Good,VS2,5931
1.15,Very Good,SI1,5932
1.05,Ideal,VVS2,5932
1.25,Ideal,SI2,5932
1.01,Ideal,SI1,5932
1.09,Ideal,SI1,5935
1,Ideal,SI1,5935
1.15,Good,VS1,5935
1.01,Ideal,VS2,5936
1.13,Ideal,SI1,5936
1.21,Ideal,SI1,5936
1.26,Ideal,SI2,5937
1.19,Ideal,SI1,5937
1.24,Ideal,SI2,5937
1.14,Ideal,VS2,5937
1.14,Premium,VS2,5937
1.14,Ideal,VS2,5937
1.5,Premium,SI2,5937
1,Very Good,VS2,5938
1.23,Ideal,SI1,5938
1.11,Ideal,SI2,5938
1,Ideal,SI1,5938
1,Very Good,VS2,5939
1.01,Premium,SI1,5939
1.01,Premium,SI1,5939
1.01,Ideal,SI1,5939
1.01,Premium,SI1,5939
1.01,Ideal,SI1,5939
1.01,Very Good,VS2,5939
1,Premium,VS2,5940
1,Very Good,VS2,5940
1.23,Good,VS1,5940
1,Premium,VS1,5940
1.2,Very Good,VS2,5941
1.06,Premium,VS2,5942
1.02,Good,VS2,5943
1.01,Very Good,VS2,5944
1.22,Premium,VS2,5944
1.17,Ideal,SI1,5944
1.06,Ideal,SI1,5946
1.01,Premium,VS2,5946
1.01,Premium,VS2,5946
1.01,Premium,VS2,5946
1.01,Ideal,VS2,5946
0.99,Ideal,VS1,5947
1.25,Premium,SI2,5947
1.2,Premium,SI2,5947
1.2,Premium,SI1,5947
1.03,Very Good,SI1,5948
1.21,Ideal,SI1,5948
1.21,Premium,SI1,5948
1.17,Ideal,SI2,5949
1.28,Premium,SI2,5949
1.09,Very Good,SI1,5950
1.25,Premium,SI2,5950
1.25,Premium,SI2,5950
1.01,Fair,VS2,5950
1.3,Premium,VS2,5951
1.02,Good,VS1,5951
1.05,Premium,SI1,5951
1.09,Premium,VS1,5951
1.23,Ideal,SI2,5951
1.05,Very Good,SI1,5952
1.12,Premium,VS1,5952
1.04,Ideal,SI1,5952
1.27,Very Good,SI1,5953
1.01,Good,VS2,5954
1.2,Very Good,VS2,5955
1.2,Very Good,SI1,5955
1.02,Premium,SI1,5956
1.19,Very Good,SI1,5956
1.1,Premium,VS1,5958
1.32,Premium,VS1,5958
1.22,Ideal,VS2,5960
1.11,Ideal,SI2,5962
1.3,Ideal,VS1,5962
1.21,Premium,VS2,5962
1.36,Premium,SI2,5963
1.01,Premium,VVS2,5963
1.04,Very Good,VS2,5964
1.2,Ideal,SI2,5964
1.22,Very Good,VS1,5966
1.12,Very Good,SI1,5966
1.07,Premium,VS1,5967
1,Premium,VS2,5967
1,Very Good,VS2,5967
1,Premium,VS2,5967
1,Premium,VS2,5967
1,Ideal,VS2,5967
1.35,Ideal,VS2,5969
1.38,Ideal,SI2,5969
1.24,Premium,SI2,5969
1.01,Good,VS2,5972
1.24,Premium,SI1,5972
1.21,Ideal,SI1,5973
1.01,Ideal,SI1,5973
1.01,Very Good,SI1,5973
1.01,Premium,SI1,5973
1.55,Very Good,I1,5974
1.03,Ideal,SI1,5974
1.07,Premium,VS2,5974
1.25,Premium,VS2,5975
