MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY,DIVERTED,CANCELLED
3,8,7,DL,SFO,SLC,1755,-1.0,80.0,599,2044,-13.0,0,0
3,8,7,OO,ATL,ORD,1658,3.0,96.0,606,1804,3.0,0,0
3,8,7,OO,DEN,PSC,1850,7.0,128.0,852,2030,-7.0,0,0
3,8,7,DL,LAX,MSY,1715,-1.0,188.0,1670,2250,-4.0,0,0
3,8,7,EV,ATL,ABY,1603,22.0,26.0,145,1654,29.0,0,0
3,8,7,F9,DEN,SFO,2125,14.0,125.0,967,2301,-3.0,0,0
3,8,7,OO,DEN,TUS,1855,-1.0,91.0,639,1959,-19.0,0,0
3,8,7,AS,LAS,SEA,1050,-6.0,132.0,867,1322,-6.0,0,0
3,8,7,WN,LAS,DEN,1600,-5.0,83.0,628,1845,-10.0,0,0
3,8,7,MQ,ORD,LIT,1210,49.0,82.0,552,1359,38.0,0,0
3,8,7,EV,ATL,AEX,2101,11.0,78.0,500,2147,-3.0,0,0
3,8,7,AA,ORD,DFW,1530,-11.0,126.0,802,1803,-18.0,0,0
3,8,7,UA,IAH,SEA,2116,73.0,233.0,1874,12,29.0,0,0
3,8,7,DL,LAX,HNL,1705,2.0,396.0,2556,1957,69.0,0,0
3,8,7,WN,LAS,PHX,1905,1.0,46.0,255,2010,7.0,0,0
3,8,7,WN,LAS,SLC,1905,-2.0,55.0,368,2120,-5.0,0,0
3,8,7,DL,ATL,IND,2040,82.0,65.0,432,2214,71.0,0,0
3,8,7,US,PHX,OGG,1040,5.0,413.0,2845,1423,43.0,0,0
3,8,7,AA,PHX,DFW,1650,-3.0,115.0,868,2106,12.0,0,0
3,8,7,EV,IAH,STL,1125,-3.0,95.0,667,1326,-9.0,0,0
3,8,7,WN,PHX,CMH,905,-1.0,193.0,1670,1550,4.0,0,0
3,8,7,DL,MSP,SFO,1145,-2.0,214.0,1589,1353,-16.0,0,0
3,8,7,AA,ORD,SFO,1355,0.0,248.0,1846,1637,-10.0,0,0
3,8,7,DL,ATL,CLT,1935,-2.0,46.0,226,2052,1.0,0,0
3,8,7,MQ,ORD,RST,1145,57.0,51.0,268,1253,57.0,0,0
3,8,7,UA,DEN,PHX,1907,0.0,83.0,602,2005,-18.0,0,0
3,8,7,DL,DEN,ATL,1445,-5.0,139.0,1199,1943,-29.0,0,0
3,8,7,EV,DFW,BTR,1345,49.0,53.0,383,1500,44.0,0,0
3,8,7,DL,ATL,CLT,1505,123.0,44.0,226,1620,164.0,0,0
3,8,7,UA,LAX,DEN,1753,-2.0,113.0,862,2112,1.0,0,0
3,8,7,DL,ATL,MSY,855,-1.0,72.0,425,931,-5.0,0,0
3,8,7,DL,ATL,LIT,1050,-1.0,72.0,453,1129,-7.0,0,0
3,8,7,EV,ORD,FNT,807,-8.0,33.0,223,1017,-32.0,0,0
3,8,7,WN,PHX,LAS,1150,-1.0,44.0,255,1250,4.0,0,0
3,8,7,DL,ATL,SJU,1739,-3.0,181.0,1547,2108,-5.0,0,0
3,8,7,DL,ATL,JFK,1205,-2.0,105.0,760,1425,-13.0,0,0
3,8,7,OO,IAH,COS,1744,-3.0,108.0,809,1903,-14.0,0,0
3,8,7,AS,ATL,SEA,1820,-2.0,298.0,2182,2053,-15.0,0,0
3,8,7,EV,ATL,AGS,1150,1.0,28.0,143,1239,-3.0,0,0
3,8,7,UA,IAH,ORD,845,-2.0,116.0,925,1125,-18.0,0,0
3,8,7,VX,SFO,SAN,1000,-5.0,68.0,447,1130,-14.0,0,0
3,8,7,DL,ATL,MCO,1855,-3.0,61.0,404,2026,-12.0,0,0
3,8,7,DL,MSP,LGA,1000,3.0,117.0,1020,1337,-13.0,0,0
3,8,7,EV,ATL,AVL,910,-6.0,31.0,164,1001,-7.0,0,0
3,8,7,UA,ORD,SLC,1203,14.0,175.0,1250,1444,-8.0,0,0
3,8,7,AA,LAS,DFW,1905,15.0,129.0,1055,2338,23.0,0,0
3,8,7,MQ,DFW,MSN,1440,4.0,105.0,821,1651,7.0,0,0
3,8,7,AA,DFW,ATL,1640,52.0,92.0,731,1942,40.0,0,0
3,8,7,US,PHX,CLT,105,-5.0,197.0,1773,748,-9.0,0,0
3,8,7,AA,DFW,SLC,1725,4.0,134.0,989,1916,-9.0,0,0
3,8,7,WN,DEN,SAN,1150,-2.0,110.0,853,1310,-15.0,0,0
3,8,7,OO,DEN,SJC,1525,-2.0,136.0,948,1712,-11.0,0,0
3,8,7,DL,ATL,CVG,1205,-3.0,56.0,373,1329,0.0,0,0
3,9,1,UA,ORD,PHX,1910,14.0,195.0,1440,2109,-8.0,0,0
3,9,1,WN,LAS,RNO,1630,-1.0,56.0,345,1750,-12.0,0,0
3,9,1,VX,LAS,LAX,1045,-2.0,43.0,236,1155,-9.0,0,0
3,9,1,OO,LAX,OAK,1335,-6.0,56.0,337,1500,-11.0,0,0
3,9,1,F9,SFO,DEN,1015,44.0,123.0,967,1340,53.0,0,0
3,9,1,WN,PHX,LAS,1150,-3.0,43.0,255,1250,-5.0,0,0
3,9,1,UA,DEN,SLC,810,-5.0,69.0,391,951,-24.0,0,0
3,9,1,WN,PHX,PIT,1105,5.0,196.0,1814,1750,-8.0,0,0
3,9,1,DL,ATL,IAH,2158,1.0,111.0,689,2316,-12.0,0,0
3,9,1,EV,IAH,BTR,1258,-1.0,40.0,253,1359,0.0,0,0
3,9,1,OO,SFO,BOI,2048,-5.0,76.0,522,2326,-8.0,0,0
3,9,1,AA,LAX,MIA,1250,61.0,252.0,2342,2033,62.0,0,0
3,9,1,MQ,DFW,MHK,940,7.0,58.0,431,1104,10.0,0,0
3,9,1,AS,DFW,SEA,800,8.0,219.0,1660,1020,7.0,0,0
3,9,1,OO,MSP,SFO,714,1.0,223.0,1589,940,-14.0,0,0
3,9,1,EV,IAH,GRK,2110,7.0,34.0,166,2210,23.0,0,0
3,9,1,AA,SFO,DFW,926,-4.0,192.0,1464,1450,8.0,0,0
3,9,1,AA,DFW,ATL,1525,46.0,95.0,731,1828,48.0,0,0
3,9,1,DL,ATL,PIT,1942,-2.0,71.0,526,2127,-17.0,0,0
3,9,1,WN,DEN,SAT,1330,66.0,115.0,794,1630,73.0,0,0
3,9,1,AA,DFW,MSY,2215,27.0,68.0,447,2333,33.0,0,0
3,9,1,DL,ATL,RDU,2220,0.0,54.0,356,2345,-12.0,0,0
3,9,1,WN,ATL,SAT,2050,-3.0,142.0,874,2235,-14.0,0,0
3,9,1,EV,IAH,MFE,907,2.0,63.0,316,1026,17.0,0,0
3,9,1,WN,SFO,LAX,1820,-4.0,56.0,337,1945,1.0,0,0
3,9,1,F9,DEN,LAS,2130,0.0,83.0,628,2219,-10.0,0,0
3,9,1,EV,IAH,JAN,731,-6.0,49.0,351,847,-11.0,0,0
3,9,1,UA,SFO,LAX,1445,-5.0,56.0,337,1613,-14.0,0,0
3,9,1,EV,ATL,ROA,1210,54.0,51.0,357,1330,44.0,0,0
3,9,1,EV,ATL,ATW,1501,-5.0,111.0,765,1612,-4.0,0,0
3,9,1,OO,SFO,RDD,2230,-5.0,33.0,199,2329,14.0,0,0
3,9,1,AA,DFW,SNA,1545,6.0,157.0,1205,1704,-11.0,0,0
3,9,1,AA,SFO,LAX,700,-4.0,59.0,337,834,13.0,0,0
3,9,1,UA,ORD,MCO,910,3.0,124.0,1005,1251,-9.0,0,0
3,9,1,NK,DEN,IAH,1509,34.0,124.0,862,1830,33.0,0,0
3,9,1,EV,DFW,BTR,1800,8.0,56.0,383,1917,15.0,0,0
3,9,1,AA,ORD,MIA,915,69.0,154.0,1197,1320,62.0,0,0
3,9,1,UA,DEN,PHX,801,-5.0,87.0,602,907,-19.0,0,0
3,9,1,AA,PHX,DFW,620,0.0,115.0,868,1035,7.0,0,0
3,9,1,EV,DEN,MOT,1230,-7.0,86.0,604,1522,-17.0,0,0
3,9,1,UA,SFO,SEA,2015,-7.0,103.0,679,2220,-5.0,0,0
3,9,1,DL,ATL,DEN,947,0.0,182.0,1199,1110,-1.0,0,0
3,9,1,AA,ORD,DCA,1135,-9.0,81.0,612,1419,-15.0,0,0
3,9,1,OO,LAX,FAT,1746,-9.0,37.0,209,1850,3.0,0,0
3,9,1,B6,SFO,LGB,600,-6.0,62.0,354,719,4.0,0,0
3,9,1,UA,MSP,ORD,1103,-3.0,54.0,334,1240,-13.0,0,0
3,9,1,OO,IAH,RDU,1253,-1.0,124.0,1042,1624,-2.0,0,0
3,9,1,EV,ORD,MCI,2200,-8.0,64.0,403,2335,-25.0,0,0
3,9,1,EV,IAH,SHV,1535,0.0,33.0,192,1635,-4.0,0,0
3,9,1,DL,LAX,BNA,935,64.0,207.0,1797,1526,68.0,0,0
3,9,1,WN,PHX,AUS,1020,2.0,113.0,872,1430,6.0,0,0
3,9,1,DL,MSP,SFO,1438,6.0,204.0,1589,1640,-7.0,0,0
3,9,1,UA,SFO,SEA,2237,0.0,103.0,679,45,1.0,0,0
3,9,1,NK,ATL,IAH,1600,15.0,116.0,689,1718,23.0,0,0
3,9,1,UA,IAH,ATL,1910,11.0,83.0,689,2214,-3.0,0,0
3,9,1,UA,DEN,IAH,600,-5.0,121.0,862,925,-1.0,0,0
3,9,1,US,MSP,CLT,1210,6.0,110.0,930,1533,6.0,0,0
3,9,1,UA,IAH,DCA,730,-5.0,136.0,1208,1125,-26.0,0,0
3,9,1,WN,ATL,IND,1530,-2.0,67.0,432,1710,-15.0,0,0
3,9,1,AA,ORD,RDU,1455,51.0,82.0,646,1741,39.0,0,0
3,9,1,EV,DFW,SHV,1705,35.0,33.0,190,1759,37.0,0,0
3,9,1,HA,LAX,HNL,1000,-3.0,349.0,2556,1255,5.0,0,0
3,9,1,WN,DEN,MCI,1655,27.0,73.0,533,1920,31.0,0,0
3,9,1,UA,PHX,DEN,1627,1.0,83.0,602,1910,2.0,0,0
3,9,1,WN,LAX,SFO,1130,35.0,59.0,337,1250,32.0,0,0
3,9,1,UA,DEN,ATL,1100,-6.0,140.0,1199,1550,-10.0,0,0
3,9,1,DL,ATL,CVG,1610,0.0,59.0,373,1736,-6.0,0,0
3,9,1,WN,ATL,DCA,940,1.0,72.0,547,1125,-12.0,0,0
3,9,1,WN,ATL,MCO,1310,-5.0,62.0,404,1440,-14.0,0,0
3,9,1,VX,LAS,JFK,1505,-4.0,256.0,2248,2300,-24.0,0,0
3,9,1,DL,MSP,LAX,1929,-2.0,197.0,1535,2140,-26.0,0,0
3,9,1,F9,SFO,IAH,904,-5.0,209.0,1635,1449,65.0,0,0
3,9,1,EV,ATL,CHA,810,68.0,26.0,106,852,82.0,0,0
3,9,1,AA,DFW,OMA,1605,43.0,69.0,583,1749,38.0,0,0
3,9,1,OO,SFO,SNA,2030,-4.0,62.0,372,2157,-8.0,0,0
3,9,1,DL,MSP,DTW,1952,20.0,65.0,528,2231,1.0,0,0
3,9,1,DL,ATL,MOB,2105,4.0,55.0,302,2123,-1.0,0,0
3,9,1,EV,ATL,SHV,2250,0.0,91.0,551,2343,-4.0,0,0
3,9,1,EV,DFW,BTR,900,-4.0,57.0,383,1014,0.0,0,0
3,9,1,MQ,ORD,SGF,925,-7.0,76.0,438,1100,-5.0,0,0
3,9,1,UA,IAH,SAN,2117,7.0,164.0,1303,2251,-4.0,0,0
3,9,1,UA,LAS,EWR,2227,-10.0,252.0,2227,612,-18.0,0,0
3,9,1,MQ,ORD,BMI,1615,-4.0,24.0,116,1701,0.0,0,0
3,9,1,OO,ORD,MKE,1108,-6.0,21.0,67,1155,-13.0,0,0
3,9,1,DL,ATL,RDU,1008,0.0,53.0,356,1134,-14.0,0,0
3,9,1,DL,LAX,KOA,1655,0.0,342.0,2504,1943,11.0,0,0
3,9,1,OO,SFO,MMH,831,-9.0,43.0,193,934,0.0,0,0
3,9,1,AA,DFW,EWR,1920,45.0,163.0,1372,2324,62.0,0,0
3,9,1,UA,DEN,IAH,755,2.0,117.0,862,1112,5.0,0,0
3,9,1,WN,DEN,RDU,1815,-1.0,163.0,1436,2320,-12.0,0,0
3,9,1,DL,MSP,DEN,1925,0.0,94.0,680,2039,-13.0,0,0
3,9,1,OO,MSP,IAH,915,-7.0,162.0,1034,1218,1.0,0,0
3,9,1,DL,ATL,PBI,1742,9.0,81.0,545,1935,-8.0,0,0
3,9,1,UA,IAH,SFO,720,31.0,205.0,1635,935,12.0,0,0
3,9,1,WN,LAX,SMF,1215,13.0,59.0,373,1335,6.0,0,0
3,9,1,EV,ORD,MHT,2045,-7.0,99.0,843,2355,-14.0,0,0
3,9,1,AA,SFO,JFK,1250,-6.0,302.0,2586,2118,-3.0,0,0
3,9,1,AA,DFW,FLL,1225,73.0,140.0,1119,1603,86.0,0,0
3,9,1,OO,SFO,TUS,1305,22.0,100.0,751,1508,33.0,0,0
3,9,1,WN,ATL,FLL,820,-3.0,86.0,581,1015,-17.0,0,0
3,9,1,UA,LAS,ORD,652,-6.0,181.0,1514,1229,-6.0,0,0
3,9,1,US,DEN,PHX,1220,26.0,83.0,602,1311,15.0,0,0
3,9,1,WN,DEN,MDW,710,-1.0,111.0,895,1035,-6.0,0,0
3,9,1,EV,ORD,ICT,1612,-6.0,89.0,588,1809,-15.0,0,0
3,9,1,AA,MSP,DFW,1350,-5.0,139.0,852,1624,3.0,0,0
3,9,1,UA,IAH,ORD,1840,5.0,110.0,925,2115,-8.0,0,0
3,9,1,DL,ATL,JAX,2305,-3.0,42.0,270,11,-10.0,0,0
3,9,1,UA,ORD,SFO,1200,0.0,224.0,1846,1452,-43.0,0,0
3,9,1,EV,IAH,BHM,852,86.0,74.0,562,1029,79.0,0,0
3,9,1,NK,LAS,PDX,1608,-9.0,119.0,763,1828,-12.0,0,0
3,9,1,OO,SFO,FAT,1935,-5.0,39.0,158,2035,0.0,0,0
3,9,1,WN,PHX,LAS,1715,8.0,42.0,255,1815,1.0,0,0
3,9,1,UA,IAH,LAX,1540,10.0,182.0,1379,1724,-12.0,0,0
3,9,1,US,LAX,RDU,815,-9.0,261.0,2239,1555,0.0,0,0
3,9,1,DL,ATL,BOS,1015,-1.0,115.0,946,1250,-18.0,0,0
3,9,1,WN,DEN,SMF,1835,89.0,124.0,909,2010,76.0,0,0
3,9,1,B6,LAS,JFK,2325,-7.0,257.0,2248,715,0.0,0,0
3,9,1,DL,ATL,MSY,955,-1.0,80.0,425,1034,-1.0,0,0
3,9,1,WN,DEN,HOU,1230,-3.0,126.0,883,1545,0.0,0,0
3,9,1,AA,DEN,DFW,855,32.0,94.0,641,1153,53.0,0,0
3,9,1,DL,ATL,SLC,1050,-4.0,213.0,1590,1302,-28.0,0,0
3,9,1,WN,LAS,HOU,1920,3.0,147.0,1235,10,-6.0,0,0
3,9,1,DL,ATL,EWR,1505,19.0,99.0,746,1729,-12.0,0,0
3,9,1,UA,LAS,ORD,1821,20.0,188.0,1514,2358,13.0,0,0
3,9,1,UA,ORD,SNA,846,88.0,210.0,1726,1109,56.0,0,0
3,9,1,WN,LAS,DEN,915,-2.0,88.0,628,1210,-12.0,0,0
3,9,1,WN,LAS,SMF,2040,11.0,67.0,397,2205,5.0,0,0
3,9,1,MQ,ORD,LIT,1210,0.0,91.0,552,1359,3.0,0,0
3,9,1,DL,ATL,TPA,2150,0.0,58.0,406,2319,-11.0,0,0
3,9,1,OO,ORD,DLH,1614,-9.0,60.0,397,1749,-17.0,0,0
3,9,1,AA,DFW,TPA,700,,,929,1011,,0,1
3,9,1,OO,DEN,PSC,1850,8.0,121.0,852,2030,-13.0,0,0
3,9,1,AA,DFW,MCO,2015,2.0,124.0,985,2333,17.0,0,0
3,9,1,DL,ATL,CLE,1620,-1.0,77.0,554,1810,-17.0,0,0
3,9,1,AA,DFW,MSY,1245,33.0,66.0,447,1406,46.0,0,0
3,9,1,UA,ORD,DFW,1745,-1.0,136.0,802,2022,16.0,0,0
3,9,1,UA,MSP,ORD,1758,-9.0,52.0,334,1929,16.0,0,0
3,9,1,DL,ATL,ORD,1733,14.0,87.0,606,1840,-9.0,0,0
3,9,1,AA,DFW,ORD,643,-1.0,98.0,802,900,-14.0,0,0
3,9,1,UA,ORD,SAN,1200,1.0,218.0,1723,1427,-26.0,0,0
3,9,1,OO,ORD,DLH,2200,-1.0,60.0,397,2335,-3.0,0,0
3,9,1,DL,MSP,BZN,1956,-4.0,123.0,874,2129,-12.0,0,0
3,9,1,EV,IAH,XNA,1056,-4.0,61.0,438,1224,-15.0,0,0
3,9,1,UA,SFO,DEN,1536,-5.0,123.0,967,1907,-14.0,0,0
3,9,1,WN,PHX,LAS,1820,-3.0,42.0,255,1920,-8.0,0,0
3,9,1,UA,DEN,SFO,600,-3.0,126.0,967,746,-21.0,0,0
3,9,1,US,DEN,CLT,1215,-6.0,153.0,1337,1720,-16.0,0,0
3,9,1,WN,PHX,OKC,1240,51.0,108.0,833,1640,51.0,0,0
3,9,1,UA,DEN,DFW,1000,0.0,92.0,641,1255,2.0,0,0
3,9,1,UA,ORD,SRQ,730,-8.0,132.0,1050,1115,-25.0,0,0
3,9,1,EV,IAH,CMH,730,-4.0,123.0,986,1104,-18.0,0,0
3,9,1,US,DEN,CLT,1605,-4.0,156.0,1337,2108,-4.0,0,0
3,9,1,MQ,DFW,GRR,2030,32.0,105.0,931,2348,34.0,0,0
3,9,1,MQ,ORD,FNT,1120,-5.0,35.0,223,1321,-19.0,0,0
3,9,1,AA,DFW,MCO,1422,5.0,120.0,985,1747,0.0,0,0
3,9,1,AA,ORD,MCO,1456,-7.0,129.0,1005,1832,-13.0,0,0
3,9,1,DL,MSP,GRR,1310,-4.0,58.0,408,1525,-6.0,0,0
3,9,1,DL,MSP,ORD,1716,-3.0,55.0,334,1839,-14.0,0,0
3,9,1,DL,ATL,LAX,1940,-3.0,258.0,1947,2155,-28.0,0,0
3,9,1,OO,DEN,TUS,1510,-4.0,96.0,639,1614,-18.0,0,0
3,9,1,WN,DEN,IAD,1800,19.0,162.0,1452,2310,3.0,0,0
3,9,1,AA,ATL,LAX,1830,12.0,255.0,1947,2027,25.0,0,0
3,9,1,AA,SFO,LAX,1840,-5.0,57.0,337,2011,19.0,0,0
3,9,1,MQ,ORD,CID,705,-4.0,36.0,196,759,-8.0,0,0
3,9,1,UA,ORD,BOS,1723,3.0,104.0,867,2040,-5.0,0,0
3,9,1,OO,SFO,MMH,1546,-2.0,36.0,193,1650,-11.0,0,0
3,9,1,UA,LAX,DEN,1744,37.0,117.0,862,2103,33.0,0,0
3,9,1,DL,ATL,VPS,814,-2.0,44.0,250,825,-7.0,0,0
3,9,1,US,PHX,CMH,1510,33.0,192.0,1670,2145,25.0,0,0
3,9,1,OO,DEN,OMA,955,-4.0,63.0,472,1222,-16.0,0,0
3,9,1,UA,SFO,EWR,1717,-2.0,287.0,2565,140,-17.0,0,0
3,9,1,WN,PHX,MDW,1340,14.0,169.0,1444,1855,3.0,0,0
3,9,1,WN,DEN,MDW,1550,18.0,109.0,895,1905,10.0,0,0
3,9,1,DL,ATL,OKC,2102,-2.0,111.0,761,2230,-15.0,0,0
3,9,1,OO,LAX,TUS,1134,-1.0,61.0,451,1301,-9.0,0,0
3,9,1,DL,MSP,MSN,1031,-3.0,36.0,228,1131,-12.0,0,0
3,9,1,DL,ATL,PNS,1742,-1.0,49.0,271,1759,-13.0,0,0
3,9,1,UA,IAH,DEN,1016,,,862,1150,,0,1
3,9,1,DL,ATL,SDF,2200,-1.0,50.0,321,2326,-19.0,0,0
3,9,1,B6,ORD,JFK,1832,-1.0,92.0,740,2150,-27.0,0,0
3,9,1,US,ORD,CLT,1215,-7.0,82.0,599,1512,-4.0,0,0
3,9,1,WN,DEN,HOU,1550,-1.0,128.0,883,1910,4.0,0,0
3,9,1,UA,DFW,ORD,705,-2.0,99.0,802,927,-17.0,0,0
3,10,2,DL,ATL,ORF,1210,-1.0,65.0,516,1344,-4.0,0,0
3,10,2,AA,LAX,JFK,1340,-4.0,304.0,2475,2206,16.0,0,0
3,10,2,WN,DEN,SEA,830,1.0,150.0,1024,1030,-13.0,0,0
3,10,2,EV,IAH,OKC,755,-2.0,57.0,395,924,-14.0,0,0
3,10,2,EV,ATL,BTR,1756,61.0,69.0,448,1828,65.0,0,0
3,10,2,EV,DEN,BIL,800,-7.0,83.0,455,938,4.0,0,0
3,10,2,EV,DEN,ISN,1951,-3.0,87.0,576,2242,-7.0,0,0
3,10,2,DL,ATL,SFO,1106,-1.0,278.0,2139,1332,-22.0,0,0
3,10,2,F9,IAH,DEN,1433,13.0,108.0,862,1601,-9.0,0,0
3,10,2,EV,ORD,TVC,2045,-1.0,39.0,224,2252,-13.0,0,0
3,10,2,OO,LAX,SAN,1704,-6.0,31.0,109,1754,-3.0,0,0
3,10,2,OO,ORD,MKE,1030,-3.0,23.0,67,1118,-7.0,0,0
3,10,2,EV,IAH,JAN,1910,-3.0,60.0,351,2024,-2.0,0,0
3,10,2,OO,ORD,MSN,2220,-4.0,25.0,108,2319,-25.0,0,0
3,10,2,MQ,ORD,LEX,1905,-3.0,52.0,323,2119,-12.0,0,0
3,10,2,EV,ATL,MOB,1703,-1.0,56.0,302,1717,-6.0,0,0
3,10,2,AA,DFW,ORD,643,-3.0,98.0,802,900,-17.0,0,0
3,10,2,DL,ATL,LGA,1845,20.0,94.0,762,2103,8.0,0,0
3,10,2,MQ,ORD,TVC,1955,-8.0,38.0,224,2155,-16.0,0,0
3,10,2,WN,PHX,SDF,1010,10.0,173.0,1506,1630,-2.0,0,0
3,10,2,DL,ATL,XNA,2115,-2.0,83.0,589,2214,-9.0,0,0
3,10,2,DL,ATL,MSY,855,-2.0,81.0,425,931,-5.0,0,0
3,10,2,AA,DFW,LAX,1210,-8.0,164.0,1235,1338,-24.0,0,0
3,10,2,DL,ATL,GSO,2250,8.0,48.0,306,4,-2.0,0,0
3,10,2,AA,DFW,SAT,2150,-4.0,45.0,247,2254,1.0,0,0
3,10,2,WN,ATL,OKC,2200,-5.0,109.0,761,2325,-9.0,0,0
3,10,2,DL,ATL,DCA,2145,-3.0,71.0,547,2331,-26.0,0,0
3,10,2,WN,ATL,RIC,2205,4.0,65.0,481,2340,-7.0,0,0
3,10,2,DL,ATL,BHM,1637,-11.0,26.0,134,1635,-18.0,0,0
3,10,2,DL,LAX,ATL,910,0.0,233.0,1947,1630,6.0,0,0
3,10,2,WN,LAS,TPA,1000,13.0,240.0,1984,1710,19.0,0,0
3,10,2,UA,SFO,ORD,1100,-9.0,222.0,1846,1707,11.0,0,0
3,10,2,AA,DFW,MIA,515,166.0,138.0,1121,854,184.0,0,0
3,10,2,UA,ORD,CMH,1437,-6.0,52.0,296,1657,-18.0,0,0
3,10,2,NK,IAH,MSY,1759,-7.0,45.0,305,1901,-9.0,0,0
3,10,2,DL,ATL,PHL,1215,-3.0,83.0,666,1422,-19.0,0,0
3,10,2,EV,ATL,MYR,1231,-3.0,46.0,317,1341,-5.0,0,0
3,10,2,EV,ORD,LEX,1151,-6.0,52.0,323,1410,-19.0,0,0
3,10,2,OO,ORD,CHS,1825,19.0,104.0,760,2133,11.0,0,0
3,10,2,OO,PHX,TUS,1645,74.0,24.0,110,1730,72.0,0,0
3,10,2,EV,ATL,IAD,940,-4.0,79.0,534,1128,-1.0,0,0
3,10,2,AA,DFW,SMF,1845,7.0,194.0,1431,2037,-9.0,0,0
3,10,2,OO,MSP,XNA,1425,-4.0,94.0,596,1623,-6.0,0,0
3,10,2,MQ,DFW,CRP,845,0.0,68.0,354,1003,15.0,0,0
3,10,2,VX,SFO,LAX,2055,38.0,59.0,337,2215,40.0,0,0
3,10,2,DL,ATL,MIA,1905,-3.0,88.0,594,2102,-5.0,0,0
3,10,2,UA,DEN,EWR,1235,5.0,190.0,1605,1813,-3.0,0,0
3,10,2,WN,LAS,LAX,2125,1.0,42.0,236,2235,-3.0,0,0
3,10,2,UA,ORD,RSW,1045,-3.0,156.0,1120,1445,-4.0,0,0
3,10,2,OO,ORD,MKE,1645,15.0,18.0,67,1734,-1.0,0,0
3,10,2,WN,LAX,HOU,1355,-4.0,177.0,1390,1905,8.0,0,0
3,10,2,AA,ORD,SJU,830,-3.0,251.0,2072,1402,11.0,0,0
3,10,2,MQ,ORD,CVG,2105,5.0,48.0,265,2311,11.0,0,0
3,10,2,US,PHX,LAS,750,-5.0,44.0,255,903,0.0,0,0
3,10,2,MQ,ORD,ELP,1015,2.0,172.0,1236,1228,7.0,0,0
3,10,2,DL,IAH,ATL,1115,-3.0,101.0,689,1419,-3.0,0,0
3,10,2,WN,DEN,RDU,1815,25.0,171.0,1436,2320,27.0,0,0
3,10,2,UA,ORD,LAS,1215,-4.0,196.0,1514,1419,-33.0,0,0
3,10,2,DL,ATL,DTW,1450,-3.0,82.0,594,1648,-20.0,0,0
3,10,2,DL,ATL,SRQ,910,20.0,65.0,444,1039,12.0,0,0
3,10,2,WN,ATL,BOS,825,-1.0,116.0,946,1100,-16.0,0,0
3,10,2,DL,MSP,BZN,1956,-6.0,123.0,874,2129,-16.0,0,0
3,10,2,EV,DFW,MLU,925,31.0,48.0,293,1029,35.0,0,0
3,10,2,OO,LAX,OAK,1540,-6.0,60.0,337,1705,-11.0,0,0
3,10,2,DL,MSP,DEN,1430,-2.0,90.0,680,1532,-13.0,0,0
3,10,2,EV,ATL,CAE,1505,-4.0,36.0,192,1606,-12.0,0,0
3,10,2,WN,LAS,CMH,820,3.0,206.0,1771,1510,-6.0,0,0
3,10,2,WN,DEN,MDW,1335,3.0,110.0,895,1645,-2.0,0,0
3,10,2,DL,ATL,SFO,810,0.0,280.0,2139,1036,-22.0,0,0
3,10,2,OO,ORD,BOI,1854,-4.0,188.0,1437,2157,-40.0,0,0
3,10,2,WN,PHX,SAN,1110,8.0,48.0,304,1220,-2.0,0,0
3,10,2,EV,ORD,BNA,1540,0.0,67.0,409,1712,-1.0,0,0
3,10,2,MQ,ORD,CHA,905,21.0,74.0,501,1138,45.0,0,0
3,10,2,OO,PHX,LAX,928,-7.0,62.0,370,1059,-12.0,0,0
3,10,2,OO,ORD,ATL,1325,-2.0,94.0,606,1623,-9.0,0,0
3,10,2,DL,ATL,SDF,1856,0.0,54.0,321,2016,-6.0,0,0
3,10,2,EV,ATL,OAJ,905,-5.0,58.0,399,1025,-8.0,0,0
3,10,2,WN,LAS,ALB,1520,-3.0,248.0,2237,2300,-21.0,0,0
3,10,2,AA,ORD,DFW,600,-6.0,133.0,802,831,2.0,0,0
3,10,2,EV,ATL,TLH,1120,-6.0,44.0,223,1227,-4.0,0,0
3,10,2,EV,ORD,CID,1000,139.0,34.0,196,1103,128.0,0,0
3,10,2,AA,ORD,LAX,1935,0.0,222.0,1744,2213,-28.0,0,0
3,10,2,EV,ATL,CAE,2251,-8.0,33.0,192,2346,-16.0,0,0
3,10,2,AA,DFW,STL,820,10.0,67.0,550,957,-2.0,0,0
3,10,2,AA,LAX,DFW,20,-6.0,150.0,1235,512,-4.0,0,0
3,10,2,AA,SFO,LAX,1250,-5.0,54.0,337,1422,-16.0,0,0
3,10,2,UA,LAX,JFK,803,-2.0,302.0,2475,1627,4.0,0,0
3,10,2,DL,MSP,GRR,1517,-2.0,58.0,408,1733,-7.0,0,0
3,10,2,AS,PHX,SEA,1500,-1.0,158.0,1107,1749,5.0,0,0
3,10,2,DL,MSP,OMA,730,-3.0,44.0,282,844,-8.0,0,0
3,10,2,UA,MSP,DEN,1656,46.0,88.0,680,1814,17.0,0,0
3,10,2,UA,DEN,MSP,825,-10.0,94.0,680,1130,-22.0,0,0
3,10,2,DL,ATL,SEA,1630,-3.0,282.0,2182,1905,-23.0,0,0
3,10,2,DL,ATL,PIT,905,-4.0,66.0,526,1042,-10.0,0,0
