YYYY,State,COUNTY,SubstanceName,DrugReports
2011,OH,ATHENS,Methadone,6
2011,VA,AUGUSTA,Morphine,12
2011,KY,BARREN,Oxymorphone,2
2011,KY,BATH,Methadone,3
2011,PA,BEAVER,Buprenorphine,10
2011,PA,BEDFORD,Heroin,28
2011,VA,BEDFORD,Oxycodone,27
2011,VA,BEDFORD,Oxymorphone,2
2011,KY,BELL,Hydrocodone,37
2011,OH,BELMONT,Buprenorphine,9
2011,WV,BERKELEY,Fentanyl,2
2011,WV,BERKELEY,Morphine,2
2011,PA,BERKS,Oxymorphone,1
2011,PA,BLAIR,Buprenorphine,10
2010,KY,SCOTT,Heroin,4
2010,VA,SCOTT,Methadone,8
2010,VA,SMYTH,Hydrocodone,43
2010,PA,SOMERSET,Buprenorphine,3
2010,KY,SPENCER,Oxycodone,1
2010,VA,SPOTSYLVANIA,Hydromorphone,25
2010,VA,SPOTSYLVANIA,Morphine,9
2010,VA,STAFFORD,Oxycodone,85
2010,OH,STARK,Heroin,78
2010,OH,STARK,Methadone,3
2010,VA,SUFFOLK CITY,Oxycodone,9
2010,VA,SUSSEX,Oxycodone,2
2010,VA,TAZEWELL,Hydromorphone,17
2010,VA,TAZEWELL,Morphine,10
2010,PA,TIOGA,Heroin,3
2010,KY,TODD,Oxycodone,2
2010,KY,TRIGG,Oxycodone,4
2010,OH,TRUMBULL,Codeine,4
2010,OH,UNION,Buprenorphine,2
2010,PA,UNION,Hydrocodone,1
2010,WV,UPSHUR,Buprenorphine,4
2010,OH,VAN WERT,Fentanyl,4
2010,OH,VAN WERT,Oxycodone,6
2010,PA,VENANGO,Hydrocodone,8
2010,PA,VENANGO,Tramadol,1
2010,OH,VINTON,Hydrocodone,5
2010,OH,VINTON,Morphine,1
2010,VA,VIRGINIA BEACH CITY,Hydromorphone,7
2010,VA,VIRGINIA BEACH CITY,Methadone,5
2010,KY,WARREN,Heroin,4
2010,KY,WARREN,Methadone,9
2010,OH,WARREN,Buprenorphine,8
2010,OH,WARREN,Dextropropoxyphene,2
2010,PA,WASHINGTON,Buprenorphine,27
2010,PA,WASHINGTON,Codeine,1
2010,VA,WASHINGTON,Hydrocodone,43
2010,OH,WAYNE,Codeine,2
2010,KY,WEBSTER,Hydromorphone,1
2010,PA,WESTMORELAND,Hydromorphone,3
2010,VA,WESTMORELAND,Hydromorphone,1
2010,VA,WESTMORELAND,Methadone,2
2010,KY,WHITLEY,Oxycodone,176
2010,VA,WINCHESTER CITY,Hydromorphone,2
2010,KY,WOLFE,Hydrocodone,4
2010,WV,WOOD,Methadone,2
2010,OH,WYANDOT,Methadone,2
2010,PA,WYOMING,Hydrocodone,8
2010,VA,WYTHE,Buprenorphine,8
2010,VA,WYTHE,Codeine,1
2010,PA,YORK,Dihydrocodeine,1
2010,PA,YORK,Fentanyl,1
2010,PA,YORK,Oxymorphone,15
2010,PA,YORK,Tramadol,2
2011,PA,ADAMS,Methadone,3
2011,VA,ALEXANDRIA CITY,Heroin,7
2011,VA,ALLEGHANY,Codeine,1
2011,KY,ALLEN,Oxycodone,5
2011,KY,ALLEN,Oxymorphone,1
2011,OH,ALLEN,Meperidine,2
2011,VA,AMHERST,Methadone,2
2011,KY,ANDERSON,Methorphan,1
2011,VA,ARLINGTON,Heroin,44
2011,VA,ARLINGTON,Methadone,7
2011,PA,ARMSTRONG,Morphine,1
2011,OH,ASHLAND,Heroin,56
2011,OH,ASHLAND,Methadone,3
2011,OH,ASHTABULA,Buprenorphine,5
2011,OH,ASHTABULA,Codeine,2
2011,OH,ATHENS,Heroin,91
2011,OH,AUGLAIZE,Oxycodone,9
2011,KY,BARREN,Hydrocodone,52
2011,KY,BARREN,Morphine,6
2011,KY,BATH,Buprenorphine,2
2011,KY,BATH,Codeine,1
2011,PA,BEDFORD,Oxycodone,6
2011,VA,BEDFORD,Codeine,1
2011,KY,BELL,Oxycodone,75
2011,KY,BELL,Tramadol,3
2011,OH,BELMONT,Hydromorphone,3
2011,WV,BERKELEY,Hydrocodone,6
2011,PA,BERKS,Morphine,3
2011,PA,BLAIR,Codeine,1
2011,KY,BOONE,Methorphan,1
2011,WV,BOONE,Oxycodone,24
2011,VA,BOTETOURT,Hydromorphone,2
2011,VA,BOTETOURT,Methadone,2
2011,KY,BOURBON,Methadone,1
2011,KY,BOYD,Oxycodone,260
2011,KY,BRACKEN,Oxycodone,9
2011,WV,BRAXTON,Hydrocodone,18
2011,WV,BRAXTON,Oxycodone,6
2011,KY,BRECKINRIDGE,Hydrocodone,3
2011,WV,BROOKE,Hydrocodone,2
2011,OH,BROWN,Heroin,29
2011,OH,BROWN,Methadone,7
2011,VA,BRUNSWICK,Oxycodone,4
2011,VA,BUCHANAN,Buprenorphine,13
2011,VA,BUCHANAN,Codeine,1
2011,VA,BUCKINGHAM,Heroin,3
2011,VA,BUCKINGHAM,Methadone,5
2011,PA,BUCKS,Hydromorphone,4
2010,KY,WARREN,Codeine,1
2010,KY,WARREN,Morphine,4
2010,PA,WARREN,Propoxyphene,1
2010,VA,WARREN,Hydrocodone,18
2010,KY,WASHINGTON,Oxycodone,2
2010,OH,WASHINGTON,Buprenorphine,9
2010,OH,WASHINGTON,Morphine,5
2010,VA,WASHINGTON,Oxycodone,44
2010,OH,WAYNE,Hydrocodone,19
2010,VA,WAYNESBORO CITY,Methadone,3
2010,KY,WEBSTER,Fentanyl,1
2010,KY,WEBSTER,Hydrocodone,8
2010,PA,WESTMORELAND,Hydrocodone,87
2010,PA,WESTMORELAND,Tramadol,1
2010,VA,WESTMORELAND,Oxycodone,6
2010,WV,WETZEL,Oxycodone,2
2010,VA,WINCHESTER CITY,Hydrocodone,5
2010,VA,WISE,Propoxyphene,3
2010,OH,WOOD,Buprenorphine,2
2010,OH,WOOD,Hydrocodone,15
2010,OH,WOOD,Morphine,1
2010,WV,WOOD,Oxycodone,6
2010,KY,WOODFORD,Oxycodone,37
2010,VA,WYTHE,Oxycodone,54
2010,VA,WYTHE,Oxymorphone,1
2010,VA,YORK,Hydrocodone,8
2011,KY,ADAIR,Buprenorphine,3
2011,KY,ADAIR,Morphine,2
2011,OH,ADAMS,Hydromorphone,2
2011,PA,ADAMS,Buprenorphine,2
2011,PA,ADAMS,Codeine,1
2011,PA,ADAMS,Hydrocodone,5
2011,VA,ALLEGHANY,Oxycodone,11
2011,PA,ALLEGHENY,Fentanyl,2
2011,PA,ALLEGHENY,Tramadol,10
2011,KY,ALLEN,Hydromorphone,1
2011,OH,ALLEN,Buprenorphine,5
2011,OH,ALLEN,Codeine,2
2011,OH,ALLEN,Hydrocodone,18
2011,VA,APPOMATTOX,Oxycodone,1
2011,VA,ARLINGTON,Hydromorphone,2
2011,PA,ARMSTRONG,Heroin,86
2011,OH,ASHTABULA,Methadone,5
2011,OH,AUGLAIZE,Morphine,5
2011,VA,AUGUSTA,Heroin,3
2011,KY,BARREN,Methadone,2
2011,KY,BATH,Methorphan,1
2011,VA,BATH,Hydrocodone,8
2011,VA,BATH,Tramadol,1
2011,PA,BEAVER,Oxycodone,11
2011,PA,BEAVER,Oxymorphone,2
2011,VA,BEDFORD,Buprenorphine,1
2011,VA,BEDFORD,Hydrocodone,18
2011,VA,BEDFORD,Tramadol,4
2011,OH,BELMONT,Fentanyl,2
2011,OH,BELMONT,Heroin,8
2011,OH,BELMONT,Propoxyphene,1
2011,WV,BERKELEY,Methadone,9
2011,PA,BERKS,Tramadol,1
2011,PA,BLAIR,Oxycodone,33
2011,PA,BLAIR,Oxymorphone,6
2011,KY,BOONE,Hydrocodone,10
2011,WV,BOONE,Buprenorphine,5
2011,KY,BOYD,Hydromorphone,1
2011,KY,BOYLE,Buprenorphine,2
2011,KY,BRACKEN,Hydrocodone,9
2011,WV,BRAXTON,Pentazocine,1
2011,VA,BUCKINGHAM,Codeine,1
2011,VA,BUCKINGHAM,Morphine,1
2011,PA,BUCKS,Oxycodone,520
2011,PA,BUCKS,Oxymorphone,4
2011,KY,BULLITT,Fentanyl,1
2011,KY,BULLITT,Heroin,4
2011,KY,BULLITT,Methadone,10
2011,PA,BUTLER,Hydrocodone,3
2011,WV,CABELL,Hydromorphone,2
2011,KY,CALDWELL,Oxycodone,1
2011,KY,CALLOWAY,Hydrocodone,8
2011,KY,CALLOWAY,Tramadol,1
2011,PA,CAMBRIA,Morphine,3
2011,KY,CAMPBELL,Fentanyl,1
2011,KY,CAMPBELL,Hydrocodone,37
2011,VA,CAMPBELL,Hydrocodone,6
2011,KY,CARROLL,Buprenorphine,1
2011,KY,CARROLL,Morphine,7
2011,VA,CARROLL,Oxycodone,11
2011,KY,CARTER,Oxymorphone,3
2011,KY,CASEY,Methadone,2
2011,PA,CENTRE,Fentanyl,1
2011,PA,CENTRE,Hydrocodone,11
2011,PA,CENTRE,Propoxyphene,1
2011,VA,CHESTERFIELD,Nalbuphine,1
2011,KY,CHRISTIAN,Heroin,2
2011,KY,CLAY,Hydrocodone,58
2011,KY,CLAY,Tramadol,3
2011,WV,CLAY,Oxycodone,3
2011,OH,CLERMONT,Oxycodone,102
2011,OH,CLERMONT,Oxymorphone,17
2011,OH,CLERMONT,Tramadol,2
2011,PA,CLINTON,Hydrocodone,3
2011,VA,CRAIG,Oxycodone,1
2010,OH,WAYNE,Buprenorphine,3
2010,OH,WAYNE,Morphine,8
2010,PA,WAYNE,Hydromorphone,1
2010,PA,WESTMORELAND,Buprenorphine,40
2010,PA,WESTMORELAND,Morphine,8
2010,KY,WHITLEY,Buprenorphine,15
2010,KY,WHITLEY,Morphine,11
2010,OH,WILLIAMS,Heroin,1
2010,VA,WINCHESTER CITY,Buprenorphine,5
2010,VA,WINCHESTER CITY,Morphine,1
2010,WV,WIRT,Hydrocodone,1
2010,VA,WISE,Oxycodone,116
2010,VA,YORK,Heroin,8
2010,VA,YORK,Methadone,1
2011,VA,ACCOMACK,Oxycodone,15
2011,KY,ADAIR,Hydrocodone,9
2011,KY,ADAIR,Tramadol,1
2011,OH,ADAMS,Morphine,4
2011,PA,ADAMS,Heroin,20
2011,PA,ADAMS,Propoxyphene,2
2011,PA,ALLEGHENY,Buprenorphine,263
2011,PA,ALLEGHENY,Morphine,21
2011,OH,ALLEN,Heroin,63
2011,OH,ALLEN,Methadone,7
2011,VA,AMELIA,Hydrocodone,4
2011,VA,APPOMATTOX,Propoxyphene,1
2011,PA,ARMSTRONG,Codeine,2
2011,PA,ARMSTRONG,Hydrocodone,5
2011,PA,ARMSTRONG,Tramadol,2
2011,OH,ATHENS,Oxycodone,138
2011,OH,AUGLAIZE,Hydrocodone,5
2011,VA,AUGUSTA,Hydrocodone,8
2011,KY,BALLARD,Hydrocodone,1
2011,KY,BARREN,Tramadol,2
2011,VA,BATH,Heroin,5
2011,PA,BEDFORD,Buprenorphine,2
2011,PA,BEDFORD,Morphine,2
2011,VA,BEDFORD,Morphine,7
2011,KY,BELL,Morphine,4
2011,OH,BELMONT,Hydrocodone,30
2011,WV,BERKELEY,Codeine,1
2011,PA,BERKS,Methadone,2
2011,PA,BLAIR,Fentanyl,2
2011,VA,BLAND,Hydrocodone,2
2011,KY,BOONE,Heroin,55
2011,KY,BOONE,Oxycodone,44
2011,KY,BOURBON,Morphine,1
2011,KY,BOYLE,Hydrocodone,6
2011,KY,BOYLE,Methadone,1
2011,WV,BRAXTON,Methadone,1
2011,KY,BREATHITT,Oxycodone,3
2011,KY,BRECKINRIDGE,Methadone,1
2011,VA,BUCHANAN,Hydrocodone,23
2011,VA,BUCHANAN,Tramadol,1
2011,PA,BUCKS,Methadone,38
2011,KY,BULLITT,Buprenorphine,5
2011,KY,BULLITT,Pentazocine,1
2011,OH,BUTLER,Fentanyl,1
2011,OH,BUTLER,Hydromorphone,2
2011,PA,BUTLER,Fentanyl,1
2011,WV,CABELL,Heroin,129
2011,WV,CABELL,Methadone,1
2011,PA,CAMBRIA,Hydromorphone,2
2011,KY,CAMPBELL,Buprenorphine,14
2011,KY,CAMPBELL,Morphine,18
2011,VA,CAMPBELL,Methadone,1
2011,PA,CARBON,Buprenorphine,6
2011,PA,CARBON,Morphine,2
2011,VA,CAROLINE,Buprenorphine,1
2011,VA,CAROLINE,Morphine,2
2011,VA,CARROLL,Methadone,1
2011,KY,CARTER,Tramadol,1
2011,KY,CASEY,Heroin,2
2011,PA,CENTRE,Buprenorphine,11
2011,PA,CENTRE,Morphine,5
2011,PA,CHESTER,Hydromorphone,6
2011,VA,CHESTERFIELD,Oxycodone,102
2011,VA,CHESTERFIELD,Oxymorphone,1
2011,KY,CHRISTIAN,Hydrocodone,30
2011,PA,CLARION,Oxycodone,12
2011,KY,CLAY,Methadone,4
2011,PA,CLEARFIELD,Heroin,11
2011,OH,CLERMONT,Methadone,11
2011,OH,CLINTON,Tramadol,1
2011,PA,CLINTON,Heroin,2
2011,PA,CLINTON,Methadone,1
2011,PA,COLUMBIA,Oxycodone,2
2011,OH,COLUMBIANA,Oxycodone,12
2011,OH,COLUMBIANA,Oxymorphone,1
2011,OH,COSHOCTON,Heroin,11
2011,OH,CRAWFORD,Oxycodone,17
2011,OH,CRAWFORD,Oxymorphone,1
2011,VA,CULPEPER,Codeine,1
2011,VA,CULPEPER,Heroin,12
2011,VA,CULPEPER,Methadone,9
2011,VA,CULPEPER,Propoxyphene,1
2011,KY,CUMBERLAND,Hydrocodone,3
2011,PA,CUMBERLAND,Buprenorphine,6
2011,PA,CUMBERLAND,Morphine,1
2011,OH,CUYAHOGA,Oxycodone,223
2011,OH,CUYAHOGA,Oxymorphone,25
2010,WV,LOGAN,Hydrocodone,30
2010,OH,LORAIN,Hydrocodone,8
2010,VA,LOUDOUN,Hydromorphone,5
2010,VA,LOUISA,Buprenorphine,1
2010,VA,LOUISA,Morphine,3
2010,OH,LUCAS,Heroin,333
2010,OH,LUCAS,Propoxyphene,4
2010,PA,LUZERNE,Fentanyl,7
2010,PA,LYCOMING,Heroin,101
2010,PA,LYCOMING,Methadone,7
2010,VA,LYNCHBURG CITY,Morphine,2
2010,KY,LYON,Heroin,2
2010,OH,MADISON,Codeine,4
2010,OH,MADISON,Hydrocodone,20
2010,OH,MAHONING,Buprenorphine,36
2010,OH,MAHONING,Morphine,9
2010,WV,MARION,Codeine,1
2010,WV,MARION,Oxycodone,13
2010,WV,MARSHALL,Oxycodone,14
2010,KY,MASON,Heroin,18
2010,KY,MASON,Oxycodone,78
2010,WV,MASON,Heroin,21
2010,VA,MATHEWS,Oxycodone,1
2010,KY,MCCRACKEN,Methadone,3
2010,KY,MCCREARY,Heroin,2
2010,KY,MCLEAN,Morphine,1
2010,KY,MEADE,Morphine,2
2010,VA,MECKLENBURG,Hydrocodone,5
2010,OH,MEDINA,Buprenorphine,21
2010,KY,MENIFEE,Hydrocodone,2
2010,KY,MENIFEE,Oxycodone,10
2010,PA,MERCER,Hydromorphone,4
2010,WV,MERCER,Hydrocodone,62
2010,OH,MIAMI,Codeine,2
2010,OH,MIAMI,Oxycodone,18
2010,OH,MIAMI,Oxymorphone,1
2010,KY,MONROE,Oxycodone,4
2010,OH,MONROE,Morphine,1
2010,PA,MONROE,Fentanyl,1
2010,PA,MONROE,Hydromorphone,2
2010,WV,MONROE,Hydrocodone,12
2010,KY,MONTGOMERY,Hydrocodone,11
2010,KY,MONTGOMERY,Oxycodone,141
2010,PA,MONTGOMERY,Methadone,1
2010,KY,MORGAN,Methadone,1
2010,WV,MORGAN,Oxycodone,2
2010,WV,MORGAN,Oxymorphone,4
2010,KY,MUHLENBERG,Pentazocine,1
2010,KY,MUHLENBERG,Propoxyphene,1
2010,KY,NELSON,Hydrocodone,8
2010,VA,NEW KENT,Hydrocodone,1
2010,VA,NEWPORT NEWS CITY,Buprenorphine,16
2010,VA,NEWPORT NEWS CITY,Morphine,7
2010,KY,NICHOLAS,Hydrocodone,6
2010,KY,NICHOLAS,Methadone,8
2010,VA,NORFOLK CITY,Oxycodone,14
2010,VA,NORTON CITY,Buprenorphine,1
2010,WV,OHIO,Hydromorphone,2
2010,KY,OLDHAM,Buprenorphine,5
2010,VA,ORANGE,Morphine,5
2010,OH,OTTAWA,Hydrocodone,8
2010,OH,OTTAWA,Methadone,3
2010,KY,OWSLEY,Oxycodone,2
2010,VA,PAGE,Codeine,1
2010,VA,PAGE,Oxycodone,17
2010,KY,PENDLETON,Hydrocodone,8
2010,KY,PENDLETON,Methadone,3
2010,KY,PERRY,Buprenorphine,16
2010,KY,PERRY,Morphine,3
2010,OH,PERRY,Hydrocodone,8
2010,OH,PERRY,Methadone,7
2010,PA,PERRY,Buprenorphine,1
2010,VA,PETERSBURG CITY,Butorphanol,1
2010,VA,PETERSBURG CITY,Heroin,13
2010,PA,PHILADELPHIA,Heroin,3910
2010,PA,PHILADELPHIA,Oxycodone,1513
2010,PA,PHILADELPHIA,Propoxyphene,15
2010,OH,PICKAWAY,Heroin,42
2010,OH,PICKAWAY,Propoxyphene,1
2010,KY,PIKE,Methadone,6
2010,PA,PIKE,Heroin,35
2010,OH,PORTAGE,Heroin,94
2010,OH,PORTAGE,Hydrocodone,34
2010,OH,PORTAGE,Methadone,5
2010,PA,POTTER,Oxycodone,6
2010,PA,POTTER,Oxymorphone,2
2010,WV,PRESTON,Heroin,5
2010,VA,PRINCE EDWARD,Codeine,1
2010,VA,PRINCE WILLIAM,Heroin,66
2010,KY,PULASKI,Methadone,13
2010,VA,PULASKI,Hydromorphone,2
2010,VA,RADFORD,Oxycodone,9
2010,VA,RAPPAHANNOCK,Hydrocodone,2
2010,VA,RAPPAHANNOCK,Hydromorphone,3
2010,OH,RICHLAND,Codeine,2
2010,OH,RICHLAND,Oxycodone,46
2010,OH,RICHLAND,Oxymorphone,1
2010,VA,RICHMOND,Hydromorphone,4
2010,VA,ROANOKE,Hydrocodone,57
2010,KY,ROCKCASTLE,Hydrocodone,20
2010,KY,RUSSELL,Methadone,1
2010,VA,RUSSELL,Hydrocodone,43
2010,VA,RUSSELL,Tramadol,2
2010,VA,SALEM,Hydrocodone,10
2010,VA,SALEM,Oxycodone,11
2010,OH,SANDUSKY,Heroin,7
2010,OH,SANDUSKY,Methadone,4
2010,PA,SCHUYLKILL,Heroin,49
2010,PA,SCHUYLKILL,Methadone,1
2010,OH,SCIOTO,Hydrocodone,41
2010,VA,SCOTT,Hydrocodone,53
2010,VA,SCOTT,Tramadol,3
2010,OH,SENECA,Heroin,24
2010,OH,SENECA,Methadone,1
2010,KY,SHELBY,Oxycodone,2
2010,OH,SHELBY,Buprenorphine,1
2010,VA,SMYTH,Heroin,4
2010,PA,SNYDER,Heroin,3
2010,PA,SNYDER,Methadone,1
2010,PA,SOMERSET,Hydrocodone,11
2010,VA,SOUTHAMPTON,Oxycodone,1
2010,VA,SPOTSYLVANIA,Codeine,3
2010,VA,STAFFORD,Meperidine,1
2010,OH,STARK,Hydrocodone,67
2010,OH,STARK,Tramadol,9
2010,VA,SUFFOLK CITY,Buprenorphine,3
2010,OH,SUMMIT,Buprenorphine,18
2010,OH,SUMMIT,Meperidine,1
2010,PA,TIOGA,Oxycodone,1
2010,OH,TRUMBULL,Morphine,5
2010,OH,TUSCARAWAS,Heroin,9
2010,OH,TUSCARAWAS,Methadone,1
2010,OH,UNION,Propoxyphene,1
2010,WV,UPSHUR,Oxycodone,24
2010,OH,VAN WERT,Codeine,1
2010,PA,VENANGO,Heroin,15
2010,PA,VENANGO,Methadone,2
2010,PA,VENANGO,Propoxyphene,3
2010,OH,VINTON,Heroin,5
2010,VA,VIRGINIA BEACH CITY,Codeine,1
2010,OH,WARREN,Codeine,2
2010,OH,WARREN,Oxycodone,65
2010,OH,WARREN,Oxymorphone,3
2010,PA,WARREN,Buprenorphine,9
2010,VA,WARREN,Buprenorphine,2
2010,KY,WASHINGTON,Hydrocodone,11
2010,OH,WASHINGTON,Fentanyl,2
2010,PA,WASHINGTON,Oxycodone,52
2010,PA,WASHINGTON,Oxymorphone,6
2010,VA,WASHINGTON,Propoxyphene,1
2010,KY,WAYNE,Codeine,1
2010,KY,WAYNE,Methadone,6
2010,OH,WAYNE,Heroin,43
2010,OH,WAYNE,Methadone,4
2010,PA,WAYNE,Heroin,15
2010,VA,WAYNESBORO CITY,Propoxyphene,1
2010,KY,WEBSTER,Codeine,1
2010,PA,WESTMORELAND,Methorphan,1
2010,PA,WESTMORELAND,Oxycodone,85
2010,PA,WESTMORELAND,Oxymorphone,4
2010,WV,WETZEL,Hydrocodone,4
2010,KY,WHITLEY,Codeine,1
2010,VA,WINCHESTER CITY,Methorphan,1
2010,VA,WISE,Fentanyl,4
2010,VA,WISE,Morphine,10
2010,OH,WOOD,Oxycodone,51
2010,VA,WYTHE,Pentazocine,1
2010,VA,WYTHE,Propoxyphene,1
2010,PA,YORK,Hydromorphone,1
2010,PA,YORK,Methadone,11
2010,VA,YORK,Hydromorphone,1
2011,VA,ACCOMACK,Morphine,4
2011,OH,ADAMS,Methadone,4
2011,PA,ADAMS,Fentanyl,1
2011,PA,ADAMS,Morphine,1
2011,PA,ALLEGHENY,Heroin,2298
2011,PA,ALLEGHENY,Hydrocodone,201
2011,PA,ALLEGHENY,Methadone,25
2011,OH,ALLEN,Hydromorphone,15
2011,OH,ALLEN,Morphine,17
2011,VA,AMELIA,Oxycodone,2
2011,KY,ANDERSON,Oxycodone,23
2011,KY,ANDERSON,Oxymorphone,1
2011,VA,ARLINGTON,Hydrocodone,4
2011,VA,ARLINGTON,Tramadol,1
2011,OH,ASHTABULA,Oxycodone,52
2011,OH,ASHTABULA,Oxymorphone,1
2011,OH,ATHENS,Hydrocodone,41
2011,VA,AUGUSTA,Buprenorphine,1
2011,KY,BARREN,Heroin,3
2011,KY,BATH,Oxycodone,46
2011,PA,BEAVER,Morphine,6
2011,VA,BEDFORD,Heroin,4
2011,VA,BEDFORD,Methadone,8
2011,KY,BELL,Methadone,5
2011,OH,BELMONT,Morphine,4
2011,WV,BERKELEY,Buprenorphine,15
2011,PA,BERKS,Propoxyphene,2
2011,PA,BLAIR,Morphine,7
2011,KY,BOONE,Buprenorphine,6
2011,WV,BOONE,Hydrocodone,16
2011,PA,BLAIR,Propoxyphene,2
2011,KY,BOONE,Morphine,4
2011,KY,BOONE,Tramadol,1
2011,VA,BOTETOURT,Heroin,12
2011,KY,BOYD,Morphine,3
2011,PA,BRADFORD,Oxycodone,19
2011,PA,BRADFORD,Oxymorphone,3
2011,WV,BRAXTON,Morphine,7
2011,OH,BROWN,Codeine,1
2011,VA,BRUNSWICK,Heroin,1
2011,PA,BUCKS,Buprenorphine,136
2011,OH,BUTLER,Heroin,235
2011,PA,BUTLER,Buprenorphine,13
2011,PA,BUTLER,Propoxyphene,2
2011,WV,CABELL,Buprenorphine,6
2011,KY,CALLOWAY,Buprenorphine,2
2011,PA,CAMBRIA,Buprenorphine,12
2011,KY,CAMPBELL,Heroin,156
2011,PA,CARBON,Methadone,4
2011,VA,CAROLINE,Hydrocodone,2
2011,VA,CAROLINE,Methadone,3
2011,KY,CARROLL,Methadone,3
2011,OH,CARROLL,Oxycodone,2
2011,VA,CARROLL,Morphine,2
2011,KY,CARTER,Codeine,1
2011,KY,CASEY,Hydromorphone,1
2011,KY,CASEY,Meperidine,1
2011,PA,CENTRE,Heroin,12
2011,VA,CHARLOTTE,Heroin,1
2011,VA,CHESTERFIELD,Fentanyl,1
2011,VA,CHESTERFIELD,Hydromorphone,4
2011,KY,CHRISTIAN,Buprenorphine,1
2011,PA,CLARION,Methadone,3
2011,VA,CLARKE,Heroin,1
2011,KY,CLAY,Buprenorphine,8
2011,PA,CLEARFIELD,Buprenorphine,8
2011,OH,CLERMONT,Buprenorphine,14
2011,OH,CLINTON,Codeine,1
2011,OH,CLINTON,Oxycodone,18
2011,PA,CLINTON,Buprenorphine,5
2011,PA,COLUMBIA,Methadone,2
2011,OH,CRAWFORD,Hydromorphone,3
2011,OH,CRAWFORD,Methadone,3
2011,KY,CRITTENDEN,Hydromorphone,1
2011,OH,CUYAHOGA,Hydrocodone,59
2011,PA,DAUPHIN,Codeine,2
2011,PA,DAUPHIN,Oxycodone,58
2011,PA,DAUPHIN,Oxymorphone,1
2011,OH,DEFIANCE,Heroin,23
2011,OH,DELAWARE,Codeine,3
2011,PA,DELAWARE,Heroin,461
2011,PA,DELAWARE,Propoxyphene,2
2011,KY,EDMONSON,Hydromorphone,3
2011,KY,EDMONSON,Methadone,2
2011,OH,ERIE,Buprenorphine,7
2011,OH,ERIE,Propoxyphene,1
2011,PA,ERIE,Buprenorphine,17
2011,VA,FAIRFAX,Acetylcodeine,1
2011,OH,FAIRFIELD,Hydromorphone,2
2011,OH,FAIRFIELD,Morphine,6
2011,KY,FAYETTE,Heroin,23
2011,KY,FAYETTE,Methadone,18
2011,PA,FAYETTE,Fentanyl,3
2011,PA,FAYETTE,Morphine,1
2011,WV,FAYETTE,Oxycodone,31
2011,WV,FAYETTE,Oxymorphone,3
2011,KY,FLOYD,Buprenorphine,3
2011,VA,FLUVANNA,Morphine,1
2011,KY,FRANKLIN,Buprenorphine,6
2011,OH,FRANKLIN,Hydrocodone,167
2011,OH,FRANKLIN,Methadone,25
2011,PA,FRANKLIN,Morphine,1
2011,VA,FRANKLIN,Hydrocodone,25
2011,VA,FRANKLIN,Oxycodone,12
2011,VA,FREDERICK,Hydrocodone,18
2011,OH,FULTON,Buprenorphine,1
2011,PA,FULTON,Buprenorphine,1
2011,KY,GARRARD,Buprenorphine,1
2011,VA,GILES,Buprenorphine,5
2011,WV,GILMER,Hydrocodone,1
2011,KY,GRAYSON,Hydrocodone,10
2011,KY,GRAYSON,Methadone,2
2011,OH,GREENE,Oxymorphone,3
2011,VA,GREENSVILLE,Methadone,1
2011,OH,GUERNSEY,Hydrocodone,22
2011,OH,GUERNSEY,Oxycodone,39
2011,OH,HAMILTON,Dextropropoxyphene,2
2011,OH,HAMILTON,Fentanyl,4
2011,OH,HAMILTON,Morphine,41
2011,WV,HAMPSHIRE,Morphine,14
2011,OH,HANCOCK,Hydrocodone,42
2011,OH,HANCOCK,Oxycodone,46
2011,WV,HANCOCK,Fentanyl,4
2011,VA,HANOVER,Hydrocodone,28
2011,VA,HANOVER,Tramadol,4
2011,KY,HARDIN,Heroin,2
2011,KY,HARDIN,Methadone,2
2011,OH,HARDIN,Buprenorphine,4
2011,KY,HARLAN,Morphine,3
2011,KY,HART,Morphine,2
2011,VA,HENRY,Oxycodone,20
2011,VA,BUCHANAN,Oxycodone,32
2011,VA,BUCHANAN,Oxymorphone,15
2011,PA,BUCKS,Fentanyl,3
2011,PA,BUCKS,Heroin,821
2011,PA,BUCKS,Propoxyphene,2
2011,KY,BULLITT,Oxycodone,28
2011,KY,BULLITT,Oxymorphone,50
2011,OH,BUTLER,Methadone,21
2011,KY,CALDWELL,Fentanyl,1
2011,KY,CALLOWAY,Oxycodone,13
2011,PA,CAMBRIA,Codeine,1
2011,PA,CAMBRIA,Hydrocodone,7
2011,KY,CAMPBELL,Oxycodone,62
2011,KY,CAMPBELL,Oxymorphone,3
2011,VA,CAMPBELL,Oxycodone,10
2011,VA,CAROLINE,Hydromorphone,1
2011,OH,CARROLL,Buprenorphine,1
2011,OH,CARROLL,Codeine,1
2011,OH,CARROLL,Morphine,1
2011,VA,CARROLL,Fentanyl,1
2011,KY,CARTER,Hydrocodone,10
2011,PA,CENTRE,Oxycodone,16
2011,PA,CENTRE,Oxymorphone,2
2011,OH,CHAMPAIGN,Heroin,37
2011,VA,CHARLOTTE,Hydrocodone,2
2011,VA,CHESAPEAKE CITY,Codeine,1
2011,PA,CHESTER,Buprenorphine,14
2011,PA,CHESTER,Codeine,6
2011,VA,CHESTERFIELD,Heroin,98
2011,VA,CHESTERFIELD,Methadone,6
2011,KY,CHRISTIAN,Oxycodone,6
2011,PA,CLARION,Buprenorphine,19
