Date,Fruit,Sale
2019-05-15,Peach,62
2019-03-19,Peach,62
2019-10-21,Pear,40
2019-09-16,Apple,62
2019-12-17,Pear,48
2019-06-20,Grape,67
2019-07-28,Pear,69
2019-09-30,Pear,63
2019-10-24,Peach,50
2019-06-21,Grape,30
2019-02-11,Grape,60
2019-05-21,Grape,64
2019-01-21,Banana,59
2019-11-13,Grape,44
2019-03-21,Pear,39
2019-06-10,Grape,42
2019-09-06,Apple,63
2019-06-23,Peach,63
2019-11-10,Banana,46
2019-03-23,Peach,56
2019-11-27,Peach,64
2019-05-13,Apple,67
2019-09-18,Apple,49
2019-07-19,Peach,35
2019-10-26,Apple,48
2019-04-09,Apple,58
2019-10-08,Grape,44
2019-10-25,Peach,49
2019-05-23,Peach,67
2019-08-04,Apple,60
2019-08-08,Pear,53
2019-01-14,Grape,39
2019-12-26,Peach,56
2019-02-15,Pear,51
2019-01-24,Pear,53
2019-09-20,Grape,59
2019-03-25,Apple,31
2019-01-14,Pear,39
2019-09-11,Grape,53
2019-05-23,Pear,45
2019-05-27,Grape,58
2019-05-18,Peach,44
2019-04-23,Peach,56
2019-06-11,Grape,58
2019-04-10,Pear,42
2019-01-10,Pear,36
2019-10-05,Peach,40
2019-07-01,Grape,40
2019-08-26,Peach,69
2019-04-11,Pear,49
2019-01-23,Grape,51
2019-12-12,Apple,65
2019-03-11,Peach,64
2019-12-01,Pear,53
2019-06-01,Grape,51
2019-02-11,Pear,56
2019-12-27,Apple,45
2019-10-22,Apple,58
2019-09-18,Grape,62
2019-11-14,Grape,33
2019-06-17,Apple,51
2019-09-26,Peach,33
2019-03-19,Peach,62
2019-02-18,Apple,57
2019-04-27,Pear,68
2019-10-17,Grape,44
2019-05-11,Banana,69
2019-03-11,Grape,64
2019-10-15,Peach,43
2019-04-15,Grape,31
2019-06-08,Apple,43
2019-01-12,Apple,64
2019-11-05,Peach,45
2019-11-28,Pear,51
2019-01-15,Apple,31
2019-04-10,Grape,34
2019-07-27,Grape,54
2019-10-05,Pear,52
2019-10-28,Pear,40
2019-03-13,Pear,54
2019-01-18,Pear,36
2019-11-30,Peach,61
2019-08-25,Pear,55
2019-05-19,Peach,60
2019-03-27,Grape,32
2019-05-11,Banana,46
2019-01-30,Apple,35
2019-04-04,Grape,68
2019-07-05,Banana,41
2019-03-07,Apple,37
2019-01-27,Pear,68
2019-11-15,Peach,59
2019-12-24,Peach,40
2019-10-24,Peach,44
2019-04-23,Peach,61
2019-05-12,Peach,32
2019-03-04,Pear,48
2019-02-24,Peach,57
2019-06-23,Pear,58
2019-03-20,Peach,46
2019-09-29,Peach,60
2019-06-04,Peach,69
2019-05-24,Grape,36
2019-12-22,Pear,59
2019-04-20,Grape,33
2019-11-20,Peach,55
2019-01-26,Peach,41
2019-06-03,Apple,66
2019-04-12,Peach,59
2019-09-25,Banana,38
2019-06-22,Peach,37
2019-11-26,Pear,59
2019-08-25,Apple,42
2019-07-13,Grape,43
2019-05-18,Banana,32
2019-02-08,Banana,65
2019-07-07,Peach,66
2019-04-06,Grape,54
2019-05-08,Grape,52
2019-12-05,Pear,66
2019-10-16,Grape,62
2019-08-27,Grape,56
2019-03-28,Pear,57
2019-12-13,Peach,52
2019-01-13,Grape,50
2019-06-11,Apple,38
2019-05-09,Grape,57
2019-08-20,Pear,60
2019-10-24,Apple,35
2019-06-16,Apple,53
2019-11-19,Peach,59
2019-10-03,Peach,65
2019-02-25,Grape,57
2019-02-18,Banana,64
2019-03-20,Grape,33
2019-03-22,Grape,66
2019-01-20,Peach,35
2019-03-05,Apple,32
2019-11-23,Grape,54
2019-05-15,Apple,38
2019-07-12,Apple,39
2019-03-07,Banana,69
2019-04-23,Apple,39
2019-11-11,Banana,47
2019-10-01,Pear,68
2019-11-09,Banana,62
2019-05-26,Grape,61
2019-08-08,Peach,49
2019-05-25,Pear,53
2019-10-28,Grape,38
2019-03-30,Peach,49
2019-08-12,Peach,45
2019-08-28,Apple,58
2019-10-23,Pear,53
2019-11-30,Grape,37
2019-07-24,Peach,39
2019-07-23,Banana,47
2019-02-05,Peach,68
2019-04-19,Grape,34
2019-11-29,Peach,52
2019-08-27,Apple,36
2019-06-03,Apple,60
2019-12-21,Apple,57
2019-11-09,Apple,54
2019-09-02,Pear,50
2019-07-05,Grape,47
2019-04-05,Pear,39
2019-04-11,Banana,53
2019-03-22,Banana,32
2019-08-08,Pear,67
2019-09-18,Pear,53
2019-04-03,Pear,39
2019-11-10,Peach,53
2019-08-25,Banana,30
2019-02-19,Grape,66
2019-10-22,Apple,58
2019-05-21,Peach,30
2019-04-24,Apple,32
2019-01-30,Banana,58
2019-10-28,Peach,42
2019-07-27,Pear,55
2019-02-13,Apple,55
2019-07-11,Peach,42
2019-03-22,Grape,45
2019-07-23,Pear,36
2019-12-22,Peach,67
2019-01-23,Grape,62
2019-10-07,Pear,35
2019-12-27,Grape,54
2019-09-04,Pear,57
2019-12-22,Grape,68
2019-05-03,Grape,52
2019-02-11,Banana,52
2019-09-14,Peach,38
2019-07-12,Apple,40
2019-03-24,Peach,49
2019-04-19,Grape,67
2019-07-03,Peach,40
2019-06-03,Peach,58
2019-08-09,Peach,42
2019-01-11,Grape,49
2019-10-02,Peach,57
2019-08-17,Apple,42
2019-05-20,Peach,65
2019-05-19,Apple,38
2019-03-17,Pear,31
2019-10-29,Apple,39
2019-08-26,Banana,47
2019-08-17,Apple,43
2019-02-13,Peach,40
2019-01-09,Peach,66
2019-01-15,Peach,62
2019-12-14,Pear,53
2019-08-05,Pear,54
2019-12-06,Peach,44
2019-04-16,Apple,51
2019-07-03,Peach,58
2019-02-13,Grape,66
2019-04-26,Peach,32
2019-01-01,Pear,48
2019-12-01,Peach,68
2019-02-08,Grape,59
2019-07-18,Grape,48
2019-09-11,Peach,44
2019-01-19,Pear,47
2019-02-09,Peach,52
2019-01-10,Peach,41
2019-11-12,Banana,52
2019-08-09,Pear,63
2019-02-05,Peach,40
2019-06-10,Peach,41
2019-01-07,Peach,62
2019-08-15,Peach,69
2019-05-22,Apple,53
2019-04-11,Apple,31
2019-07-20,Banana,34
2019-10-09,Peach,40
2019-06-10,Pear,39
2019-01-30,Peach,62
2019-01-01,Banana,30
2019-11-30,Pear,68
2019-07-12,Grape,30
2019-05-04,Apple,34
2019-12-30,Banana,52
2019-06-16,Peach,43
2019-07-27,Apple,45
2019-11-18,Pear,59
2019-02-12,Apple,64
2019-08-18,Grape,61
2019-12-24,Pear,69
2019-06-21,Pear,31
2019-10-20,Grape,45
2019-06-22,Banana,42
2019-03-19,Apple,57
2019-03-25,Banana,60
2019-08-21,Pear,61
2019-07-15,Pear,62
2019-01-07,Peach,69
2019-11-15,Banana,37
2019-01-20,Apple,44
2019-02-27,Peach,65
2019-03-07,Pear,53
2019-05-04,Banana,39
2019-07-11,Banana,45
2019-09-13,Grape,63
2019-02-22,Banana,59
2019-02-20,Apple,37
2019-02-03,Pear,36
2019-03-21,Peach,39
2019-10-07,Apple,55
2019-01-07,Peach,60
2019-10-27,Pear,50
2019-11-01,Grape,68
2019-10-27,Pear,32
2019-08-09,Apple,56
2019-02-20,Grape,60
2019-05-19,Banana,41
2019-12-07,Peach,55
2019-09-16,Peach,51
2019-06-13,Apple,31
2019-05-20,Pear,44
2019-04-12,Pear,63
2019-10-20,Banana,63
2019-05-13,Apple,33
2019-05-08,Grape,50
2019-12-05,Apple,32
2019-09-15,Pear,64
2019-02-04,Apple,36
2019-12-15,Pear,32
2019-07-26,Peach,39
2019-03-26,Peach,62
2019-05-16,Apple,53
2019-03-25,Peach,54
2019-12-12,Peach,54
2019-06-04,Banana,42
2019-07-27,Pear,63
2019-04-09,Apple,48
2019-08-11,Grape,49
2019-08-04,Grape,37
2019-07-06,Peach,45
2019-03-23,Banana,39
2019-07-02,Banana,36
2019-11-17,Peach,64
2019-01-05,Pear,41
2019-06-16,Pear,35
2019-01-21,Apple,45
2019-03-22,Pear,32
2019-07-04,Grape,55
2019-10-01,Grape,58
2019-07-01,Peach,42
2019-12-10,Peach,52
2019-06-12,Grape,46
2019-08-28,Peach,36
2019-09-04,Pear,51
2019-04-23,Banana,36
2019-03-18,Grape,53
2019-09-29,Apple,44
2019-06-22,Pear,66
2019-08-30,Grape,65
2019-05-22,Peach,62
2019-11-19,Peach,67
2019-05-10,Banana,50
2019-08-10,Grape,47
2019-09-24,Pear,48
2019-08-28,Pear,56
2019-08-17,Peach,39
2019-10-16,Grape,67
2019-11-08,Apple,62
2019-10-03,Grape,56
2019-07-04,Grape,58
2019-08-09,Apple,52
2019-01-20,Pear,46
2019-08-11,Pear,36
2019-09-03,Apple,61
2019-04-17,Peach,32
2019-07-17,Peach,40
2019-06-20,Apple,36
2019-02-19,Apple,35
2019-08-02,Apple,61
2019-10-09,Pear,50
2019-11-18,Peach,50
2019-08-30,Apple,49
2019-06-27,Banana,34
2019-03-02,Grape,33
2019-04-15,Pear,57
2019-02-08,Pear,46
2019-07-10,Peach,41
2019-10-17,Peach,39
2019-09-14,Grape,59
2019-12-10,Apple,51
2019-03-10,Peach,67
2019-09-04,Peach,62
2019-06-11,Peach,61
2019-08-03,Pear,52
2019-03-21,Pear,30
2019-06-07,Pear,54
2019-10-24,Banana,38
2019-12-09,Grape,62
2019-12-07,Apple,51
2019-01-16,Apple,49
2019-09-14,Pear,67
2019-04-15,Pear,52
2019-09-25,Grape,61
2019-09-08,Peach,67
2019-09-26,Apple,69
2019-06-06,Grape,52
2019-05-22,Banana,42
2019-03-07,Apple,59
2019-02-18,Grape,49
2019-10-11,Grape,52
2019-01-23,Pear,32
2019-09-06,Pear,45
2019-06-14,Pear,45
2019-07-30,Pear,68
2019-05-16,Peach,53
2019-10-05,Apple,59
2019-06-20,Peach,48
2019-12-04,Peach,33
2019-12-20,Apple,39
2019-08-15,Banana,30
2019-07-14,Pear,58
2019-10-21,Apple,34
2019-01-05,Apple,34
2019-01-18,Apple,30
2019-10-19,Apple,48
2019-07-19,Grape,49
2019-02-22,Peach,32
2019-04-20,Grape,32
2019-05-07,Apple,38
2019-10-04,Peach,47
2019-04-07,Grape,59
2019-05-09,Grape,68
2019-08-24,Apple,64
2019-01-17,Peach,55
2019-05-09,Apple,38
2019-04-01,Apple,49
2019-07-24,Banana,43
2019-11-10,Pear,43
2019-12-13,Peach,42
2019-05-09,Peach,52
2019-05-02,Peach,33
2019-06-12,Apple,35
2019-06-11,Peach,43
2019-07-02,Grape,30
2019-05-31,Peach,51
2019-05-16,Pear,37
2019-02-28,Pear,53
2019-04-22,Pear,56
2019-11-29,Pear,32
2019-01-06,Grape,57
2019-07-04,Apple,34
2019-12-11,Pear,45
2019-11-12,Banana,47
2019-11-13,Peach,68
2019-05-19,Peach,61
2019-11-12,Pear,62
2019-02-03,Peach,61
2019-01-25,Peach,48
2019-08-31,Apple,43
2019-11-19,Pear,34
2019-09-10,Grape,51
2019-06-24,Apple,31
2019-01-10,Peach,55
2019-05-23,Peach,50
2019-05-28,Peach,46
2019-09-09,Peach,64
2019-04-27,Apple,43
2019-06-10,Pear,69
2019-09-27,Grape,38
2019-11-15,Peach,66
2019-06-15,Banana,62
2019-09-05,Apple,37
2019-06-08,Grape,53
2019-09-20,Grape,47
2019-04-23,Peach,33
2019-11-07,Pear,62
2019-08-17,Peach,61
2019-10-15,Apple,61
2019-10-13,Peach,67
2019-06-06,Peach,38
2019-02-25,Banana,69
2019-07-14,Grape,50
2019-11-03,Apple,59
2019-06-12,Pear,54
2019-06-27,Grape,69
2019-12-10,Pear,30
2019-02-19,Pear,68
2019-02-18,Peach,67
2019-05-12,Banana,37
2019-01-24,Grape,37
2019-03-07,Pear,65
2019-10-08,Grape,55
2019-07-09,Apple,39
2019-01-26,Apple,55
2019-10-09,Peach,68
2019-01-27,Pear,56
2019-01-10,Banana,39
2019-03-19,Banana,63
2019-06-04,Pear,46
2019-01-12,Apple,37
2019-12-11,Peach,56
2019-10-07,Pear,68
2019-08-20,Apple,63
2019-05-11,Banana,65
2019-02-15,Grape,58
2019-01-24,Grape,64
2019-03-30,Grape,65
2019-11-10,Banana,62
2019-01-14,Pear,36
2019-10-11,Apple,52
2019-03-15,Peach,35
2019-08-27,Banana,69
2019-10-29,Banana,31
2019-04-16,Apple,43
2019-10-06,Peach,65
2019-10-16,Banana,60
2019-05-31,Peach,32
2019-09-18,Grape,53
2019-08-22,Grape,52
2019-09-14,Banana,62
2019-06-16,Pear,46
2019-11-05,Banana,51
2019-02-21,Grape,37
2019-04-06,Banana,61
2019-07-27,Apple,63
2019-01-16,Grape,66
2019-06-09,Peach,46
2019-12-08,Banana,42
2019-04-13,Peach,42
2019-09-11,Apple,65
2019-10-06,Apple,51
2019-10-17,Pear,58
2019-07-12,Banana,68
2019-01-10,Banana,58
2019-08-17,Apple,64
2019-03-26,Grape,67
2019-08-11,Peach,62
2019-09-30,Peach,39
2019-08-02,Apple,33
2019-07-10,Peach,61
2019-03-12,Peach,67
2019-10-14,Grape,30
2019-08-01,Apple,49
2019-01-15,Peach,41
2019-01-14,Banana,35
2019-05-12,Pear,43
2019-06-24,Apple,38
2019-07-04,Peach,66
2019-10-11,Peach,32
2019-05-06,Peach,42
2019-07-30,Pear,66
2019-09-21,Peach,61
2019-08-24,Peach,66
2019-11-17,Pear,57
2019-02-25,Apple,57
2019-12-02,Peach,51
2019-12-11,Pear,50
2019-09-09,Grape,36
2019-07-06,Pear,68
2019-04-08,Grape,62
2019-12-14,Peach,48
2019-03-28,Banana,69
2019-07-29,Grape,58
2019-04-12,Peach,58
2019-02-27,Apple,37
2019-04-04,Pear,57
2019-03-15,Banana,59
2019-05-15,Peach,46
2019-07-28,Apple,33
2019-05-19,Grape,53
2019-02-15,Pear,33
2019-10-16,Pear,32
2019-07-26,Banana,67
2019-03-11,Grape,67
2019-07-14,Peach,34
2019-01-19,Peach,46
2019-09-30,Pear,40
2019-02-09,Peach,32
2019-04-23,Apple,44
2019-04-05,Pear,64
2019-12-07,Banana,52
2019-03-10,Pear,61
2019-07-03,Peach,63
2019-03-14,Grape,61
2019-04-14,Apple,45
2019-11-10,Pear,45
2019-05-18,Apple,52
2019-06-08,Apple,52
2019-04-08,Peach,69
2019-08-05,Peach,44
2019-05-17,Peach,48
2019-04-23,Grape,44
2019-04-18,Apple,47
2019-03-25,Peach,47
2019-02-11,Pear,30
2019-08-29,Peach,32
2019-11-27,Grape,41
2019-11-05,Banana,65
2019-03-31,Peach,53
2019-01-10,Peach,58
2019-01-02,Peach,34
2019-02-10,Banana,42
2019-06-20,Grape,64
2019-08-17,Pear,56
2019-02-06,Peach,55
2019-02-14,Peach,60
2019-07-16,Grape,56
2019-08-04,Apple,58
2019-02-18,Grape,34
2019-02-10,Peach,49
2019-04-16,Apple,55
2019-07-24,Apple,44
2019-01-17,Pear,47
2019-03-15,Banana,69
2019-07-03,Peach,45
2019-06-29,Pear,43
2019-06-15,Pear,66
2019-05-18,Pear,52
2019-05-24,Banana,38
2019-12-29,Peach,54
2019-01-14,Grape,59
2019-05-09,Peach,35
2019-12-21,Banana,60
2019-11-11,Grape,57
2019-06-18,Peach,59
2019-07-09,Peach,51
2019-02-03,Peach,37
2019-07-19,Pear,34
2019-01-17,Pear,51
2019-09-24,Apple,37
2019-08-05,Peach,31
2019-01-16,Apple,47
2019-04-28,Grape,33
2019-10-08,Pear,34
2019-02-04,Peach,62
2019-02-25,Grape,60
2019-08-25,Banana,68
2019-10-13,Grape,30
2019-10-20,Pear,50
2019-08-28,Grape,65
2019-04-14,Banana,69
2019-04-12,Grape,40
2019-05-14,Banana,53
2019-08-28,Apple,67
2019-04-19,Grape,36
2019-12-23,Peach,30
2019-12-04,Peach,39
2019-08-05,Pear,53
2019-10-17,Apple,61
2019-01-23,Peach,37
2019-08-19,Pear,32
2019-12-19,Banana,69
2019-08-23,Grape,42
2019-08-31,Peach,44
2019-07-08,Pear,39
2019-03-04,Pear,68
2019-09-26,Apple,68
2019-11-16,Grape,68
2019-04-02,Pear,43
2019-06-13,Peach,49
2019-12-17,Banana,42
2019-11-07,Pear,48
2019-03-03,Grape,50
2019-08-19,Pear,56
2019-08-25,Apple,67
2019-06-30,Peach,56
2019-11-08,Grape,38
2019-04-18,Grape,43
2019-11-15,Grape,66
2019-08-17,Banana,54
2019-07-02,Peach,41
2019-05-14,Peach,40
2019-03-02,Apple,43
2019-04-20,Pear,67
2019-11-13,Pear,36
2019-10-03,Banana,50
2019-03-22,Pear,51
2019-04-16,Banana,65
2019-07-13,Banana,37
2019-12-15,Apple,60
2019-04-01,Pear,67
2019-12-04,Pear,31
2019-03-30,Peach,31
2019-03-24,Grape,38
2019-05-11,Peach,57
2019-02-24,Grape,51
2019-01-22,Peach,56
2019-09-24,Grape,32
2019-07-31,Banana,34
2019-06-15,Apple,54
2019-06-21,Pear,45
2019-12-27,Peach,49
2019-10-27,Peach,31
2019-06-27,Peach,34
2019-08-12,Grape,53
2019-07-15,Pear,40
2019-09-18,Grape,48
2019-01-08,Grape,32
2019-02-13,Pear,49
2019-05-16,Pear,50
2019-07-06,Pear,30
2019-04-06,Apple,60
2019-01-04,Peach,40
2019-06-20,Apple,34
2019-10-30,Peach,42
2019-07-17,Banana,41
2019-04-08,Apple,33
2019-07-28,Pear,66
2019-04-14,Apple,45
2019-11-06,Grape,36
2019-09-20,Apple,59
2019-06-05,Banana,45
2019-01-24,Banana,65
2019-11-05,Grape,59
2019-10-20,Peach,34
2019-10-06,Pear,59
2019-03-18,Grape,66
2019-02-28,Peach,46
2019-12-05,Grape,38
2019-12-25,Apple,38
2019-11-18,Peach,64
2019-12-26,Peach,46
2019-06-09,Peach,38
2019-02-15,Grape,55
2019-11-04,Peach,47
2019-02-24,Grape,31
2019-10-26,Pear,58
2019-11-28,Pear,43
2019-04-19,Peach,31
2019-12-12,Peach,62
2019-10-30,Banana,59
2019-12-26,Banana,48
2019-03-16,Banana,66
2019-06-02,Banana,30
2019-01-28,Pear,36
2019-06-26,Banana,37
2019-02-17,Pear,33
2019-01-02,Apple,55
2019-08-07,Apple,44
2019-06-24,Banana,62
2019-08-12,Peach,57
2019-11-05,Apple,37
2019-07-01,Peach,33
2019-06-27,Peach,48
2019-04-17,Pear,63
2019-11-16,Apple,30
2019-02-02,Grape,33
2019-11-08,Apple,43
2019-11-26,Grape,65
2019-01-14,Peach,42
2019-10-11,Peach,43
2019-06-09,Grape,47
2019-07-15,Pear,37
2019-10-14,Grape,33
2019-02-05,Grape,59
2019-12-09,Apple,61
2019-11-03,Pear,39
2019-04-16,Apple,35
2019-01-03,Grape,32
2019-06-17,Grape,59
2019-09-28,Apple,69
2019-12-27,Pear,48
2019-03-07,Peach,48
2019-12-06,Peach,50
2019-04-02,Grape,49
2019-05-12,Peach,48
2019-05-10,Pear,31
2019-10-13,Peach,36
2019-06-04,Pear,60
2019-10-09,Banana,46
2019-11-01,Grape,43
2019-09-07,Pear,58
2019-05-31,Pear,65
2019-08-29,Peach,60
2019-06-21,Grape,63
2019-10-07,Peach,63
2019-10-25,Apple,51
2019-01-12,Apple,44
2019-08-19,Pear,45
2019-03-22,Pear,41
2019-09-14,Grape,35
2019-08-08,Pear,57
2019-03-15,Peach,64
2019-09-22,Pear,42
2019-01-26,Apple,69
2019-02-17,Apple,50
2019-10-06,Grape,38
2019-01-01,Peach,52
2019-11-03,Peach,69
2019-07-04,Peach,37
2019-02-01,Grape,49
2019-01-11,Peach,32
2019-01-06,Peach,45
2019-05-26,Peach,67
2019-01-18,Peach,56
2019-08-08,Peach,60
2019-03-20,Grape,69
2019-04-16,Banana,46
2019-12-15,Peach,58
2019-08-18,Banana,63
2019-05-28,Peach,39
2019-01-01,Peach,45
2019-01-09,Pear,31
2019-11-07,Grape,44
2019-04-23,Apple,44
2019-09-29,Apple,62
2019-10-04,Banana,63
2019-08-12,Apple,56
2019-07-01,Pear,69
2019-11-08,Peach,59
2019-08-31,Grape,44
2019-10-04,Peach,37
2019-05-11,Grape,50
2019-10-30,Pear,64
2019-05-24,Apple,48
2019-03-06,Banana,69
2019-10-05,Grape,60
2019-06-27,Pear,58
2019-07-25,Apple,58
2019-03-25,Pear,60
2019-01-22,Pear,43
2019-07-11,Peach,41
2019-11-08,Grape,47
2019-02-07,Apple,57
2019-07-16,Peach,36
2019-10-04,Pear,49
2019-02-09,Peach,38
2019-04-28,Grape,56
2019-01-22,Peach,38
2019-09-12,Peach,40
2019-04-19,Pear,50
2019-03-22,Apple,61
2019-02-13,Apple,32
2019-05-06,Apple,51
2019-08-19,Peach,30
2019-06-19,Apple,31
2019-03-10,Pear,32
2019-06-26,Apple,39
2019-06-13,Peach,37
2019-01-27,Grape,56
2019-07-09,Apple,45
2019-12-11,Peach,35
2019-07-11,Apple,44
2019-01-25,Grape,41
2019-02-16,Pear,44
2019-02-15,Apple,35
2019-07-07,Grape,43
2019-07-27,Banana,46
2019-10-06,Apple,69
2019-05-03,Apple,46
2019-03-12,Peach,41
2019-05-05,Apple,30
2019-09-04,Grape,32
2019-02-15,Pear,42
2019-01-10,Banana,51
2019-05-25,Pear,50
2019-09-26,Banana,67
2019-06-20,Peach,53
2019-03-29,Banana,42
2019-09-24,Grape,63
2019-12-15,Pear,60
2019-09-22,Pear,46
2019-01-03,Banana,58
2019-04-25,Apple,41
2019-07-13,Banana,51
2019-09-01,Grape,66
2019-07-16,Apple,42
2019-08-20,Apple,45
2019-07-12,Apple,64
2019-07-23,Grape,31
2019-06-08,Apple,39
2019-01-08,Apple,55
2019-08-03,Pear,37
2019-10-30,Pear,31
2019-03-19,Peach,31
2019-04-23,Grape,58
2019-04-02,Peach,46
2019-11-03,Grape,67
2019-08-07,Apple,55
2019-03-19,Apple,44
2019-03-02,Grape,58
2019-10-27,Pear,48
2019-12-04,Pear,39
2019-04-08,Apple,42
2019-09-11,Banana,31
2019-03-29,Pear,31
2019-09-06,Pear,55
2019-06-06,Peach,34
2019-12-06,Pear,51
2019-11-22,Banana,40
2019-04-10,Banana,34
2019-11-08,Apple,51
2019-01-24,Peach,32
2019-01-24,Peach,47
2019-07-30,Grape,57
2019-12-23,Apple,60
2019-12-30,Grape,33
2019-03-10,Pear,37
2019-12-03,Peach,56
2019-01-05,Peach,62
2019-05-29,Pear,46
2019-09-05,Banana,69
2019-11-23,Apple,54
2019-03-27,Peach,41
2019-08-13,Pear,57
2019-09-27,Grape,40
2019-04-20,Peach,68
2019-11-25,Pear,58
2019-04-26,Pear,56
2019-11-15,Pear,32
2019-03-10,Apple,35
2019-04-20,Peach,58
2019-01-31,Peach,32
2019-12-08,Peach,65
2019-09-12,Peach,38
2019-02-08,Grape,63
2019-12-25,Grape,41
2019-02-03,Grape,62
2019-10-13,Apple,59
2019-01-09,Pear,57
2019-04-09,Pear,37
2019-07-03,Pear,61
2019-08-17,Grape,66
2019-11-01,Apple,61
2019-07-08,Apple,63
2019-05-02,Peach,52
2019-11-02,Grape,35
2019-12-16,Pear,49
2019-11-13,Grape,30
2019-03-29,Banana,53
2019-05-30,Pear,50
2019-03-20,Grape,40
2019-04-17,Apple,69
2019-11-30,Pear,33
2019-04-02,Peach,55
2019-05-18,Peach,41
2019-07-01,Peach,35
2019-12-28,Pear,59
2019-10-03,Peach,44
2019-06-20,Grape,41
2019-12-30,Peach,41
2019-09-19,Banana,58
2019-05-16,Peach,43
2019-04-14,Pear,68
2019-11-03,Grape,34
2019-05-25,Peach,47
2019-03-07,Pear,34
2019-07-07,Pear,33
2019-12-30,Peach,59
2019-02-05,Grape,32
2019-05-12,Apple,59
2019-05-30,Banana,63
2019-05-09,Peach,44
2019-07-29,Peach,63
2019-12-19,Apple,40
2019-10-03,Peach,42
2019-11-29,Grape,44
2019-10-17,Grape,58
2019-01-12,Apple,58
2019-01-19,Grape,66
2019-07-24,Apple,30
2019-03-23,Pear,34
2019-06-23,Peach,50
2019-03-28,Grape,32
2019-09-29,Grape,31
2019-03-29,Apple,48
2019-03-09,Grape,31
2019-08-30,Grape,35
2019-04-05,Pear,62
2019-04-04,Peach,34
2019-08-16,Apple,35
2019-08-18,Peach,68
2019-01-04,Pear,54
2019-09-28,Grape,51
2019-05-03,Grape,62
2019-12-15,Apple,65
2019-09-13,Peach,49
2019-05-20,Peach,33
2019-05-29,Banana,53
2019-04-12,Banana,41
2019-05-22,Banana,66
2019-06-03,Peach,33
2019-03-26,Apple,32
2019-01-15,Banana,43
2019-03-04,Pear,46
2019-09-13,Pear,45
2019-09-04,Grape,31
2019-03-07,Apple,37
2019-06-30,Peach,47
2019-02-03,Peach,68
2019-12-22,Pear,69
2019-08-08,Apple,35
2019-12-08,Apple,55
2019-02-17,Pear,50
2019-08-29,Grape,65
2019-01-08,Peach,36
2019-03-30,Apple,35
2019-04-26,Peach,62
2019-08-09,Grape,56
2019-01-08,Grape,63
2019-03-26,Pear,46
2019-01-11,Apple,40
2019-03-18,Grape,53
2019-07-03,Grape,65
2019-02-02,Grape,53
2019-06-29,Peach,34
2019-03-29,Apple,40
2019-11-05,Grape,43
2019-04-09,Grape,48
2019-03-01,Banana,42
2019-11-29,Apple,60
2019-12-12,Banana,65
2019-05-30,Apple,64
2019-09-11,Peach,34
2019-02-13,Apple,41
2019-10-20,Peach,48
2019-03-06,Peach,42
2019-06-06,Apple,49
2019-01-07,Banana,56
2019-03-16,Apple,43
2019-08-15,Peach,31
2019-02-23,Banana,62
2019-02-17,Pear,30
2019-09-30,Peach,65
2019-04-20,Grape,40
2019-09-09,Pear,30
2019-05-04,Peach,35
2019-08-17,Apple,35
2019-06-15,Pear,34
2019-07-01,Peach,40
2019-02-11,Pear,51
2019-09-24,Apple,48
2019-12-01,Peach,61
2019-10-25,Grape,43
2019-09-20,Peach,33
2019-05-22,Grape,33
2019-11-08,Pear,43
2019-05-25,Pear,47
2019-09-07,Grape,61
2019-01-06,Apple,67
2019-10-16,Peach,44
2019-06-14,Pear,55
2019-04-12,Grape,55
2019-08-02,Peach,36
2019-02-24,Banana,64
2019-07-28,Peach,53
2019-05-10,Peach,61
2019-12-12,Apple,69
2019-10-28,Banana,64
2019-11-29,Grape,53
2019-02-23,Grape,66
2019-01-27,Grape,57
2019-10-16,Grape,30
2019-11-12,Banana,33
2019-12-21,Grape,44
2019-04-21,Peach,49
2019-03-17,Peach,40
2019-11-12,Peach,55
2019-10-17,Apple,45
2019-03-20,Peach,48
2019-06-27,Grape,39
2019-02-05,Peach,31
2019-10-30,Pear,64
2019-09-17,Pear,48
2019-11-16,Peach,39
2019-01-17,Grape,60
2019-05-04,Banana,42
2019-09-07,Banana,62
2019-06-18,Grape,60
2019-09-10,Peach,32
2019-09-27,Apple,47
2019-08-07,Banana,30
2019-02-19,Peach,40
2019-03-08,Peach,60
2019-09-23,Apple,53
2019-07-06,Pear,34
2019-06-18,Apple,63
2019-01-22,Apple,65
2019-09-12,Peach,30
2019-10-22,Apple,36
2019-01-20,Grape,39
2019-02-26,Banana,35
2019-09-10,Peach,42
2019-02-26,Peach,38
2019-07-21,Pear,69
2019-12-28,Banana,32
2019-07-14,Peach,33
2019-06-28,Peach,31
2019-04-18,Peach,51
2019-02-27,Grape,30
2019-02-16,Pear,30
2019-12-04,Peach,67
2019-07-12,Apple,41
2019-07-27,Banana,69
2019-12-07,Peach,60
2019-04-09,Apple,40
2019-04-17,Banana,34
2019-12-21,Grape,64
2019-12-10,Pear,45
2019-07-19,Pear,38
2019-04-24,Grape,44
2019-02-19,Grape,68
2019-09-22,Banana,64
2019-12-25,Grape,54
2019-03-08,Grape,49
2019-04-12,Grape,35
2019-02-07,Peach,45
2019-09-24,Pear,34
2019-05-29,Peach,47
2019-06-27,Apple,67
2019-03-06,Banana,38
2019-03-24,Peach,54
2019-04-10,Banana,33
2019-05-24,Pear,68
2019-07-08,Peach,35
2019-01-09,Grape,48
