Area,School,Course
area_3,school_147,course_10 course_49 course_75
area_4,school_325,course_55
area_2,school_40,course_4 course_20 course_1
area_3,school_78,course_82 course_79
area_4,school_128,course_54 course_78
area_3,school_27,course_47 course_45
area_3,school_66,course_17 course_85
area_1,school_130,course_39 course_85
area_2,school_98,course_50 course_30 course_43
area_2,school_251,course_22
area_4,school_277,course_5
area_3,school_80,course_5 course_47
area_1,school_121,course_22
area_4,school_83,course_84 course_29 course_30
area_2,school_187,course_100 course_25
area_1,school_214,course_7 course_49
area_2,school_188,course_97
area_1,school_119,course_75 course_4
area_4,school_9,course_47 course_45 course_82
area_2,school_162,course_52 course_87 course_72
area_3,school_25,course_40 course_36 course_83
area_3,school_175,course_47 course_75 course_32
area_4,school_199,course_60
area_1,school_145,course_21 course_57 course_36
area_2,school_29,course_66 course_70 course_90
area_2,school_133,course_59 course_41 course_99
area_1,school_272,course_57 course_10
area_2,school_162,course_60 course_81
area_2,school_122,course_23 course_13
area_3,school_140,course_98
area_2,school_74,course_2 course_68
area_3,school_349,course_46 course_93
area_4,school_60,course_56 course_98
area_2,school_28,course_7 course_90 course_30
area_2,school_356,course_56 course_93
area_2,school_77,course_60 course_22 course_29
area_2,school_229,course_37 course_72 course_22
area_1,school_306,course_84 course_82
area_2,school_18,course_61 course_21
area_2,school_61,course_88
area_3,school_266,course_91 course_16 course_78
area_2,school_84,course_13
area_2,school_139,course_34 course_77 course_83
area_3,school_349,course_76 course_58
area_4,school_176,course_87 course_34 course_77
area_2,school_340,course_96 course_57
area_3,school_100,course_79 course_55 course_88
area_2,school_134,course_49 course_19 course_66
area_4,school_37,course_48
area_2,school_228,course_38 course_100
area_4,school_63,course_78
area_2,school_170,course_29
area_3,school_118,course_20 course_59 course_70
area_3,school_110,course_71 course_20
area_3,school_339,course_57 course_2 course_70
area_3,school_182,course_91 course_13
area_2,school_204,course_62 course_98 course_80
area_3,school_360,course_67 course_31
area_3,school_78,course_20
area_4,school_284,course_82
area_1,school_119,course_40 course_53 course_94
area_4,school_276,course_86 course_71 course_53
area_3,school_347,course_62 course_56
area_3,school_78,course_28 course_61 course_89
area_3,school_363,course_57 course_26
area_2,school_328,course_69 course_1 course_26
area_1,school_252,course_58
area_2,school_356,course_24 course_26
area_4,school_284,course_50 course_4 course_16
area_2,school_168,course_79
area_3,school_158,course_79
area_2,school_223,course_29 course_47 course_14
area_3,school_158,course_42
area_3,school_233,course_54
area_2,school_79,course_90 course_29
area_1,school_130,course_16 course_89 course_67
area_2,school_220,course_37 course_25
area_3,school_165,course_7 course_97
area_3,school_45,course_34 course_63
area_4,school_12,course_4 course_78
area_4,school_265,course_39 course_8 course_6
area_2,school_13,course_91
area_3,school_315,course_14 course_28 course_91
area_2,school_221,course_67 course_23
area_3,school_120,course_90 course_66 course_37
area_3,school_114,course_84
area_2,school_57,course_45 course_8
area_2,school_229,course_21
area_2,school_268,course_49 course_84 course_22
area_3,school_78,course_70 course_20
area_2,school_268,course_27 course_22 course_82
area_4,school_70,course_16
area_3,school_267,course_19 course_43
area_2,school_139,course_11 course_40 course_84
area_3,school_233,course_28 course_32 course_95
area_3,school_51,course_88
area_2,school_227,course_55
area_3,school_143,course_10
area_2,school_28,course_10
area_1,school_288,course_15
area_2,school_58,course_48
area_2,school_75,course_90 course_63 course_87
area_3,school_241,course_69 course_46 course_98
area_3,school_49,course_89
area_3,school_14,course_100 course_22 course_84
area_3,school_330,course_94 course_87 course_32
area_1,school_99,course_14 course_92
area_2,school_216,course_95
area_2,school_13,course_9 course_94
area_3,school_337,course_3 course_38
area_1,school_99,course_42
area_2,school_205,course_70 course_8
area_4,school_113,course_10 course_51 course_100
area_2,school_104,course_86
area_3,school_279,course_40 course_12 course_67
area_2,school_38,course_68 course_31 course_25
area_4,school_41,course_33
area_2,school_172,course_95
area_2,school_126,course_40 course_23 course_24
area_3,school_203,course_99 course_85
area_3,school_209,course_57
area_3,school_110,course_67
area_1,school_306,course_5 course_78
area_2,school_242,course_65 course_1 course_49
area_2,school_90,course_12 course_79
area_3,school_31,course_18 course_68 course_59
area_4,school_299,course_93
area_2,school_92,course_28 course_62
area_4,school_176,course_62
area_3,school_352,course_99 course_3 course_86
area_2,school_108,course_69
area_3,school_212,course_51
area_3,school_350,course_69
area_4,school_125,course_3 course_75
area_3,school_342,course_7 course_19 course_87
area_3,school_215,course_93 course_5
area_3,school_267,course_25 course_46 course_54
area_3,school_209,course_59 course_10
area_2,school_87,course_88
area_3,school_350,course_95 course_33
area_2,school_262,course_81 course_22
area_2,school_38,course_4 course_54
area_4,school_132,course_68 course_87
area_1,school_231,course_42
area_1,school_146,course_20 course_40 course_11
area_2,school_258,course_79
area_2,school_188,course_30
area_3,school_165,course_7 course_42 course_75
area_2,school_228,course_40
area_2,school_54,course_49 course_78 course_47
area_3,school_322,course_42 course_58 course_48
area_3,school_269,course_38
area_2,school_206,course_64 course_2
area_3,school_11,course_57 course_5
area_4,school_63,course_63 course_22
area_2,school_340,course_92 course_51 course_33
area_3,school_34,course_42 course_40
area_1,school_69,course_1
area_4,school_132,course_35 course_87
area_2,school_8,course_55 course_41
area_4,school_60,course_85 course_99
area_3,school_68,course_28
area_2,school_297,course_31
area_2,school_89,course_2 course_93
area_3,school_270,course_99
area_4,school_4,course_74 course_52 course_56
area_4,school_178,course_4
area_1,school_292,course_54 course_47
area_1,school_289,course_79 course_19 course_9
area_1,school_272,course_50
area_4,school_300,course_68 course_41 course_5
area_4,school_346,course_21 course_17
area_3,school_179,course_97 course_85
area_1,school_67,course_39 course_90 course_20
area_2,school_302,course_87 course_37 course_50
area_3,school_114,course_98 course_59 course_82
area_3,school_151,course_32
area_3,school_264,course_55 course_94 course_4
area_3,school_102,course_56
area_2,school_13,course_63 course_32 course_59
area_4,school_355,course_86
area_2,school_58,course_54
area_1,school_261,course_99
area_2,school_29,course_61 course_82 course_30
area_3,school_49,course_62 course_73
area_3,school_184,course_14 course_61 course_49
area_3,school_236,course_60 course_55 course_46
area_2,school_58,course_78 course_13
area_3,school_144,course_14
area_1,school_231,course_81 course_12 course_93
area_2,school_84,course_40 course_100
area_1,school_95,course_13 course_17 course_18
area_2,school_331,course_81 course_15 course_86
area_4,school_285,course_80 course_21
area_3,school_14,course_91
area_2,school_249,course_88 course_86 course_10
area_2,school_313,course_25
area_2,school_123,course_45 course_4 course_6
area_4,school_265,course_99 course_94 course_47
area_4,school_169,course_81 course_29
area_3,school_254,course_80 course_9 course_98
area_3,school_219,course_90 course_73 course_82
area_2,school_98,course_40
area_2,school_204,course_71 course_89
area_1,school_261,course_6 course_51 course_30
area_3,school_93,course_30
area_2,school_135,course_100 course_29
area_1,school_16,course_7 course_72
area_3,school_241,course_67 course_15
area_2,school_311,course_21
area_2,school_71,course_59 course_74 course_13
area_3,school_46,course_68 course_65
area_3,school_72,course_41
area_3,school_254,course_30 course_50 course_8
area_1,school_317,course_41 course_11
area_3,school_35,course_7
area_3,school_253,course_14 course_54 course_53
area_3,school_333,course_79 course_23
area_1,school_255,course_51 course_8
area_2,school_193,course_73 course_7 course_1
area_2,school_366,course_37 course_31 course_93
area_3,school_225,course_94 course_39 course_29
area_1,school_142,course_62 course_50
area_3,school_273,course_59 course_17
area_2,school_171,course_25
area_3,school_11,course_28 course_77 course_59
area_4,school_113,course_40
area_3,school_36,course_12 course_81
area_2,school_15,course_43 course_3
area_2,school_84,course_79 course_86 course_40
area_2,school_356,course_59 course_12
area_3,school_219,course_15 course_78 course_22
area_3,school_215,course_100
area_4,school_132,course_30 course_91
area_3,school_280,course_17 course_69 course_80
area_2,school_172,course_37 course_43 course_80
area_2,school_166,course_93 course_46 course_4
area_2,school_126,course_84
area_4,school_63,course_75
area_4,school_2,course_15 course_80
area_4,school_343,course_66 course_99 course_7
area_3,school_270,course_81
area_2,school_204,course_82 course_93
area_4,school_276,course_84
area_3,school_323,course_98 course_96 course_66
area_3,school_254,course_5 course_94
area_2,school_32,course_9 course_56
area_3,school_330,course_85 course_81
area_4,school_169,course_87
area_2,school_5,course_66
area_2,school_217,course_89 course_38 course_97
area_4,school_73,course_38 course_22 course_15
area_3,school_143,course_86
area_1,school_145,course_78 course_4 course_45
area_3,school_158,course_65
area_2,school_53,course_69 course_96 course_95
area_3,school_36,course_99
area_2,school_52,course_67 course_61 course_93
area_2,school_242,course_35 course_73 course_29
area_3,school_360,course_22 course_11 course_91
area_2,school_258,course_67
area_3,school_287,course_25
area_2,school_205,course_49
area_2,school_58,course_9 course_100 course_71
area_2,school_33,course_76
area_3,school_322,course_54 course_21
area_1,school_185,course_33 course_44 course_8
area_4,school_276,course_51 course_75 course_77
area_4,school_355,course_73 course_37 course_15
area_4,school_65,course_3 course_62 course_46
area_2,school_107,course_11
area_4,school_148,course_93
area_4,school_346,course_88 course_55 course_24
area_2,school_40,course_38 course_69
area_3,school_102,course_44
area_4,school_343,course_2 course_93
area_2,school_263,course_15 course_68
area_4,school_23,course_16 course_37
area_1,school_214,course_35 course_71 course_56
area_2,school_5,course_80 course_32
area_3,school_72,course_94
area_3,school_244,course_40 course_87 course_56
area_3,school_273,course_26 course_94
area_4,school_300,course_89
area_3,school_233,course_82
area_2,school_13,course_4
area_3,school_100,course_98
area_1,school_289,course_32 course_94 course_95
area_3,school_338,course_32 course_60
area_2,school_249,course_92 course_16
area_2,school_162,course_6 course_56 course_29
area_2,school_329,course_68 course_69
area_3,school_158,course_53 course_88
area_2,school_56,course_1
area_3,school_209,course_84
area_3,school_322,course_29 course_66
area_3,school_163,course_34 course_68
area_3,school_158,course_95
area_2,school_221,course_23 course_38 course_37
area_3,school_68,course_13
area_2,school_171,course_37 course_95 course_53
area_2,school_230,course_41
area_1,school_281,course_44
area_3,school_167,course_1
area_3,school_253,course_27 course_34
area_1,school_181,course_58 course_11 course_8
area_3,school_245,course_20 course_67 course_83
area_3,school_106,course_69 course_1
area_3,school_283,course_52 course_8 course_77
area_3,school_235,course_87
area_3,school_25,course_23
area_4,school_210,course_57
area_4,school_148,course_84
area_3,school_254,course_88 course_25
area_3,school_66,course_80 course_46 course_91
area_2,school_77,course_53 course_41 course_37
area_2,school_294,course_46
area_3,school_273,course_97 course_35 course_39
area_2,school_152,course_95 course_16
area_2,school_84,course_30 course_8 course_61
area_3,school_336,course_67
area_4,school_128,course_78
area_3,school_17,course_94 course_87 course_77
area_2,school_8,course_15 course_2
area_3,school_219,course_75 course_28
area_3,school_100,course_97
area_3,school_116,course_98 course_11
area_3,school_120,course_18 course_9 course_55
area_1,school_289,course_16 course_10 course_95
area_3,school_245,course_29 course_26
area_3,school_64,course_99
area_3,school_182,course_76 course_48 course_1
area_3,school_267,course_75
area_4,school_299,course_68
area_2,school_302,course_16 course_100 course_24
area_2,school_75,course_47
area_4,school_20,course_66
area_2,school_92,course_8 course_93 course_23
area_2,school_223,course_10 course_95 course_88
area_3,school_211,course_1
area_3,school_256,course_44
area_3,school_324,course_21 course_31 course_65
area_1,school_202,course_91 course_4 course_94
area_2,school_186,course_85
area_1,school_310,course_58 course_60 course_86
area_1,school_272,course_28
area_4,school_325,course_8 course_73
area_2,school_29,course_100 course_14
area_3,school_155,course_8
area_1,school_344,course_39
area_2,school_52,course_27 course_87 course_33
area_4,school_9,course_64
area_3,school_233,course_36 course_11
area_4,school_157,course_61 course_92 course_2
area_2,school_13,course_55
area_3,school_254,course_65
area_4,school_305,course_8 course_32 course_9
area_2,school_48,course_50 course_82 course_27
area_1,school_289,course_79 course_58 course_73
area_3,school_332,course_81
area_2,school_40,course_39
area_4,school_73,course_22
area_1,school_272,course_26
area_3,school_17,course_87 course_47 course_94
area_3,school_115,course_29 course_12
area_4,school_65,course_77 course_76
area_4,school_169,course_26
area_3,school_27,course_96 course_26 course_21
area_2,school_5,course_69 course_98 course_92
area_3,school_6,course_16
area_2,school_249,course_5
area_1,school_127,course_83 course_52 course_61
area_3,school_59,course_38 course_28
area_3,school_137,course_73 course_29 course_28
area_2,school_109,course_74
area_2,school_206,course_9
area_2,school_367,course_56
area_3,school_155,course_77
area_1,school_344,course_32
area_4,school_284,course_77 course_78 course_96
area_4,school_2,course_69 course_14
area_3,school_273,course_90 course_10
area_2,school_229,course_13 course_4 course_32
area_1,school_130,course_8 course_15
area_4,school_128,course_87 course_43 course_99
area_3,school_322,course_53
area_1,school_214,course_35 course_48 course_2
area_3,school_264,course_31 course_58
area_3,school_137,course_34
area_3,school_250,course_50
area_1,school_260,course_3 course_50
area_3,school_117,course_89 course_64
area_1,school_288,course_31 course_38 course_26
area_2,school_15,course_91
area_1,school_344,course_69
area_3,school_179,course_100
area_3,school_349,course_50
area_2,school_262,course_80 course_39 course_94
area_4,school_346,course_85
area_4,school_305,course_75 course_14 course_21
area_2,school_5,course_36 course_53
area_2,school_126,course_86 course_71 course_23
area_4,school_293,course_10 course_67 course_98
area_3,school_114,course_58 course_83 course_50
area_3,school_175,course_40
area_4,school_276,course_30
area_2,school_356,course_3 course_73
area_3,school_120,course_7
area_2,school_161,course_94 course_91
area_3,school_151,course_17 course_51 course_42
area_3,school_322,course_15 course_72 course_69
area_4,school_154,course_23
area_1,school_317,course_51
area_1,school_145,course_86 course_6
area_1,school_319,course_95 course_51
area_2,school_74,course_44 course_98
area_3,school_298,course_65
area_4,school_63,course_61 course_58 course_56
area_2,school_62,course_49 course_63 course_89
area_2,school_62,course_63
area_4,school_4,course_73
area_3,school_273,course_8 course_11
area_3,school_110,course_8
area_1,school_289,course_69 course_36
area_3,school_82,course_1 course_56 course_86
area_4,school_316,course_38
area_3,school_110,course_21
area_2,school_230,course_78
area_2,school_89,course_15 course_54
area_2,school_301,course_35 course_39 course_21
area_3,school_234,course_16 course_17 course_13
area_4,school_3,course_60 course_80
area_3,school_354,course_81 course_77 course_28
area_2,school_341,course_82
area_3,school_327,course_83
area_3,school_335,course_68 course_86 course_57
area_2,school_28,course_90 course_51
area_3,school_286,course_59 course_7 course_30
area_3,school_267,course_99 course_20 course_29
area_2,school_220,course_21 course_86 course_44
area_2,school_223,course_43 course_38
area_2,school_166,course_83 course_26
area_3,school_298,course_64 course_28
area_2,school_217,course_44
area_3,school_314,course_87 course_37
area_3,school_14,course_96
area_2,school_52,course_24 course_47
area_3,school_332,course_25
area_3,school_156,course_4 course_1
area_3,school_225,course_62 course_83
area_2,school_329,course_11 course_14
area_3,school_175,course_2 course_74 course_1
area_3,school_64,course_29 course_46 course_81
area_1,school_146,course_5 course_36
area_1,school_272,course_82
area_2,school_240,course_46
area_3,school_175,course_79 course_43
area_3,school_348,course_7
area_2,school_29,course_92 course_29
area_3,school_155,course_44 course_32 course_6
area_3,school_363,course_91
area_4,school_91,course_12 course_71
area_3,school_131,course_2 course_81 course_74
area_3,school_45,course_47
area_2,school_123,course_22 course_6 course_45
area_3,school_287,course_6 course_80 course_11
area_3,school_244,course_1 course_75 course_97
area_3,school_211,course_5 course_72
area_3,school_333,course_34
area_3,school_354,course_21 course_61
area_3,school_17,course_41
area_4,school_154,course_15 course_63
area_1,school_121,course_27 course_85 course_28
area_3,school_36,course_85 course_65
area_3,school_198,course_58 course_18 course_39
area_1,school_320,course_72 course_93
area_3,school_234,course_47 course_12
area_2,school_33,course_49 course_76 course_44
area_2,school_52,course_49
area_3,school_235,course_97 course_8
area_2,school_205,course_56
area_4,school_296,course_51
area_2,school_33,course_39 course_53
area_4,school_12,course_24 course_12 course_40
area_3,school_179,course_74
area_3,school_203,course_71 course_82
area_1,school_127,course_72
area_3,school_322,course_71 course_60 course_48
area_3,school_198,course_99
area_4,school_132,course_15 course_18
area_3,school_173,course_18 course_45 course_24
area_4,school_148,course_8
area_1,school_292,course_25
area_3,school_101,course_63 course_65
area_4,school_154,course_33
area_3,school_287,course_2
area_2,school_186,course_84 course_32
area_2,school_242,course_22
area_4,school_124,course_21 course_68
area_3,school_279,course_27 course_82 course_85
area_2,school_135,course_22 course_78 course_97
area_3,school_116,course_59 course_53
area_3,school_211,course_78
area_1,school_181,course_29 course_65
area_2,school_249,course_65 course_56 course_70
area_2,school_206,course_82 course_18 course_10
area_3,school_36,course_41
area_2,school_329,course_30 course_95
area_2,school_162,course_86 course_77 course_64
area_2,school_216,course_41 course_17 course_43
area_2,school_79,course_3 course_57 course_32
area_3,school_314,course_71 course_94 course_29
area_3,school_270,course_50
area_4,school_136,course_31 course_63 course_1
area_1,school_320,course_9 course_25 course_8
area_1,school_121,course_79 course_55 course_45
area_2,school_108,course_67 course_56 course_39
area_3,school_179,course_33
area_2,school_152,course_48 course_30
area_3,school_153,course_62 course_56
area_2,school_58,course_56
area_3,school_335,course_8 course_32 course_72
area_3,school_336,course_73 course_70 course_90
area_3,school_101,course_18
area_2,school_268,course_40
area_2,school_217,course_33
area_2,school_168,course_20
area_3,school_324,course_51 course_38
area_2,school_62,course_63 course_60
area_2,school_361,course_33 course_73 course_2
area_3,school_283,course_6 course_51
area_3,school_118,course_15 course_75
area_1,school_142,course_33
area_3,school_25,course_13 course_30 course_65
area_4,school_73,course_69
area_3,school_264,course_55 course_72 course_54
area_3,school_350,course_89 course_55 course_2
area_3,school_257,course_6 course_44 course_46
area_4,school_176,course_78
area_2,school_313,course_9
area_1,school_231,course_6
area_1,school_181,course_49 course_52 course_33
area_4,school_65,course_48
area_2,school_79,course_19 course_44
area_1,school_292,course_40 course_39 course_79
area_2,school_206,course_21 course_54
area_2,school_227,course_65 course_68
area_2,school_75,course_49 course_19 course_75
area_4,school_358,course_57
area_2,school_197,course_39
area_3,school_200,course_22 course_81
area_1,school_95,course_91 course_90 course_73
area_3,school_236,course_34 course_59
area_1,school_224,course_3 course_7
area_2,school_52,course_85
area_3,school_137,course_20
area_3,school_59,course_68 course_51 course_69
area_1,school_145,course_52
area_3,school_59,course_10 course_53 course_19
area_3,school_179,course_15 course_80
area_4,school_325,course_92 course_20
area_3,school_342,course_17 course_60 course_69
area_4,school_70,course_64 course_85
area_2,school_240,course_100
area_2,school_161,course_84 course_22 course_44
area_3,school_143,course_37 course_84 course_19
area_3,school_17,course_9 course_57
area_2,school_134,course_52
area_2,school_13,course_2 course_16 course_14
area_3,school_350,course_11
area_4,school_238,course_54
area_3,school_93,course_77
area_3,school_59,course_14
area_4,school_169,course_59 course_80 course_14
area_3,school_271,course_55 course_10
area_4,school_9,course_33 course_64 course_91
area_3,school_118,course_67 course_42 course_5
area_4,school_37,course_32 course_53 course_36
area_4,school_132,course_7 course_74
area_2,school_186,course_70 course_20 course_31
area_1,school_142,course_82 course_56 course_43
area_4,school_37,course_48 course_89
area_3,school_120,course_37 course_16 course_82
area_3,school_269,course_17 course_67 course_98
area_3,school_323,course_62 course_96
area_1,school_252,course_53 course_9 course_77
area_3,school_236,course_16 course_73
area_3,school_336,course_88 course_52 course_64
area_2,school_162,course_74
area_2,school_174,course_26 course_81 course_10
area_3,school_239,course_74 course_67 course_54
area_2,school_356,course_85
area_4,school_9,course_5 course_77
area_2,school_220,course_1 course_6 course_95
area_4,school_9,course_36
area_4,school_177,course_66
area_2,school_229,course_84
area_3,school_68,course_71 course_63 course_79
area_1,school_364,course_11 course_9
area_2,school_52,course_67 course_24 course_64
area_3,school_271,course_52
area_3,school_189,course_74 course_43
area_2,school_220,course_32 course_89 course_86
area_2,school_294,course_50 course_20
area_4,school_275,course_28 course_51
area_3,school_314,course_8 course_15
area_3,school_68,course_23
area_4,school_316,course_87 course_99 course_6
area_3,school_236,course_70 course_86 course_48
area_1,school_185,course_77
area_2,school_268,course_44 course_82 course_95
area_3,school_35,course_85 course_40 course_99
area_3,school_117,course_46 course_68 course_23
area_3,school_182,course_61 course_76 course_51
area_3,school_156,course_46 course_77
area_3,school_82,course_39 course_75
area_3,school_314,course_93 course_84 course_10
area_2,school_109,course_58
area_1,school_183,course_8 course_79
area_3,school_163,course_17
area_3,school_322,course_18
area_3,school_118,course_55 course_6 course_30
area_3,school_137,course_52
area_4,school_299,course_16
area_3,school_25,course_34
area_3,school_147,course_85 course_68 course_96
area_4,school_4,course_25
area_2,school_77,course_51 course_50 course_93
area_1,school_353,course_98 course_26
area_3,school_219,course_64
area_2,school_52,course_49 course_69 course_71
area_3,school_165,course_63
area_4,school_43,course_26
area_4,school_346,course_57
area_4,school_169,course_18 course_60 course_34
area_4,school_41,course_39 course_38
area_2,school_251,course_76 course_84 course_53
area_4,school_4,course_7 course_29
area_3,school_298,course_4
area_3,school_179,course_15
area_2,school_220,course_1 course_49 course_35
area_3,school_323,course_81 course_70
area_1,school_310,course_99 course_100 course_97
area_1,school_181,course_14 course_52
area_4,school_83,course_37 course_15
area_3,school_298,course_5
area_2,school_28,course_98
area_4,school_300,course_47 course_48 course_26
area_3,school_273,course_10 course_87 course_68
area_3,school_24,course_78 course_34 course_27
area_3,school_116,course_14 course_56 course_91
area_3,school_96,course_67
area_2,school_251,course_80 course_3 course_49
area_2,school_171,course_66 course_39
area_2,school_111,course_8
area_4,school_157,course_43 course_26
area_4,school_4,course_9 course_81 course_13
area_3,school_333,course_14
area_3,school_357,course_19 course_94 course_56
area_4,school_9,course_30
area_2,school_230,course_81 course_64
area_2,school_98,course_80 course_99
area_4,school_128,course_77 course_95 course_94
area_2,school_89,course_55 course_95 course_4
area_3,school_120,course_40 course_18
area_1,school_159,course_53 course_35
area_4,school_355,course_14
area_2,school_313,course_55 course_96
area_3,school_24,course_54
area_3,school_314,course_84
area_4,school_238,course_42
area_2,school_351,course_99 course_34
area_2,school_33,course_41 course_25 course_51
area_2,school_268,course_52
area_3,school_269,course_25
area_1,school_364,course_68 course_74
area_3,school_336,course_73 course_40 course_53
area_3,school_352,course_99
area_1,school_292,course_84
area_3,school_342,course_8 course_20
area_2,school_21,course_30
area_2,school_28,course_1
area_2,school_217,course_81 course_29
area_2,school_251,course_53
area_3,school_47,course_72 course_93 course_14
area_3,school_27,course_5 course_54
area_4,school_41,course_56 course_48
area_2,school_361,course_97
area_3,school_66,course_57 course_91
area_2,school_56,course_55 course_46 course_53
area_3,school_314,course_85
area_2,school_71,course_53
area_2,school_221,course_94 course_21
area_4,school_125,course_89 course_88 course_5
area_2,school_123,course_22 course_5 course_88
area_1,school_130,course_73 course_3
area_3,school_236,course_84 course_22 course_66
area_3,school_349,course_34 course_59
area_1,school_308,course_17 course_28 course_61
area_1,school_226,course_14
area_3,school_47,course_79 course_72 course_44
area_2,school_18,course_28 course_31 course_67
area_1,school_317,course_31 course_58
area_2,school_75,course_98 course_16
area_1,school_261,course_11 course_100 course_74
area_2,school_258,course_74 course_26 course_95
area_2,school_361,course_42
area_3,school_239,course_66
area_2,school_356,course_25
area_2,school_104,course_59 course_87
area_1,school_146,course_67
area_2,school_328,course_88 course_96 course_27
area_2,school_48,course_65 course_82 course_28
area_3,school_348,course_25 course_43
area_2,school_356,course_45
area_2,school_32,course_61 course_84
area_3,school_321,course_34 course_23 course_63
area_4,school_275,course_70 course_84 course_4
area_2,school_56,course_51
area_3,school_106,course_61 course_89
area_3,school_179,course_94 course_82
area_3,school_17,course_65 course_29
area_3,school_350,course_6 course_35
area_3,school_184,course_53
area_1,school_185,course_81 course_17 course_41
area_2,school_33,course_92
area_4,school_243,course_20 course_49
area_2,school_204,course_13
area_1,school_272,course_11 course_53 course_19
area_3,school_201,course_82 course_28 course_79
area_2,school_329,course_11 course_88
area_2,school_328,course_97
area_3,school_131,course_76 course_79 course_31
area_2,school_251,course_60 course_97 course_78
area_3,school_144,course_80 course_90 course_57
area_1,school_308,course_72
area_4,school_4,course_32 course_39
area_3,school_147,course_82
area_2,school_15,course_54 course_27 course_41
area_4,school_355,course_53 course_79
area_1,school_185,course_35
area_3,school_264,course_53 course_47
area_4,school_41,course_6 course_25
area_2,school_263,course_36 course_83
area_3,school_6,course_51
area_3,school_147,course_48 course_56 course_95
area_2,school_206,course_67
area_3,school_184,course_78 course_25
area_2,school_197,course_90 course_62 course_32
area_2,school_228,course_6
area_2,school_217,course_79
area_3,school_144,course_89 course_98
area_2,school_139,course_18 course_1 course_44
area_3,school_144,course_95
area_2,school_56,course_53 course_29 course_47
area_3,school_118,course_24 course_7 course_56
area_2,school_206,course_41 course_20 course_49
area_1,school_231,course_92 course_88
area_3,school_322,course_1 course_8 course_23
area_2,school_33,course_19 course_56
area_3,school_34,course_69
area_3,school_270,course_27
area_1,school_289,course_28
area_3,school_264,course_7 course_78 course_74
area_3,school_332,course_12
area_4,school_154,course_66 course_76 course_21
area_2,school_191,course_48 course_73
area_4,school_41,course_17 course_47
area_2,school_90,course_36 course_6 course_85
area_4,school_63,course_42 course_3
area_3,school_218,course_36
area_2,school_54,course_27
area_1,school_16,course_54 course_95
area_2,school_79,course_58
area_4,school_343,course_45
area_3,school_100,course_24 course_4 course_45
area_2,school_345,course_63
area_2,school_84,course_43
area_2,school_230,course_80 course_65 course_75
area_4,school_178,course_43 course_68
area_2,school_79,course_92 course_44
area_3,school_207,course_21
area_1,school_16,course_25 course_10 course_69
area_3,school_254,course_81 course_2 course_69
area_1,school_16,course_21 course_12
area_3,school_59,course_14 course_66 course_86
area_3,school_270,course_19 course_12
area_4,school_9,course_46 course_76 course_43
area_4,school_213,course_8 course_61
area_1,school_353,course_97 course_94 course_36
area_4,school_160,course_71 course_87 course_64
area_2,school_98,course_7
area_3,school_338,course_1 course_76
area_3,school_167,course_31 course_21
area_4,school_247,course_98
area_4,school_105,course_88 course_38 course_27
area_4,school_41,course_28 course_29 course_26
area_2,school_162,course_1 course_44 course_13
area_3,school_298,course_2
area_3,school_93,course_76 course_72 course_86
area_2,school_206,course_57
area_2,school_186,course_3 course_76
area_1,school_310,course_62
area_2,school_242,course_83
area_3,school_93,course_36
area_4,school_305,course_56 course_1 course_85
area_3,school_239,course_21
area_3,school_225,course_58 course_17 course_32
area_4,school_277,course_8
area_2,school_318,course_81 course_31
area_3,school_338,course_51 course_77
area_2,school_170,course_29 course_58
area_3,school_114,course_43 course_16 course_48
area_3,school_46,course_43
area_1,school_260,course_69 course_93 course_70
area_2,school_29,course_8
area_4,school_60,course_37 course_9 course_41
area_1,school_159,course_55 course_33
area_4,school_346,course_10
area_1,school_353,course_15 course_96
area_3,school_100,course_10
area_3,school_35,course_23 course_19 course_85
area_3,school_175,course_6
area_4,school_305,course_14 course_86 course_99
area_3,school_219,course_83 course_15 course_89
area_1,school_95,course_1
area_4,school_343,course_96 course_33 course_31
area_4,school_176,course_85
area_4,school_346,course_14 course_75
area_2,school_77,course_80 course_39 course_84
area_3,school_338,course_50 course_18 course_42
area_3,school_211,course_40
area_3,school_6,course_15
area_2,school_294,course_74 course_75
area_2,school_79,course_6
area_2,school_341,course_1
area_3,school_31,course_57
area_1,school_185,course_31 course_30 course_70
area_1,school_317,course_95 course_1
area_2,school_217,course_36 course_29 course_26
area_2,school_107,course_9 course_6 course_87
area_3,school_118,course_1
area_2,school_5,course_61 course_53 course_89
area_3,school_337,course_7
area_2,school_168,course_79 course_83
area_4,school_141,course_50 course_42
area_2,school_262,course_77
area_3,school_49,course_22
area_4,school_19,course_62 course_98
area_2,school_57,course_61 course_58 course_51
area_1,school_190,course_52 course_22 course_13
area_4,school_19,course_34
area_2,school_71,course_98
area_3,school_78,course_98
area_3,school_257,course_28 course_95
area_4,school_325,course_71 course_62 course_95
area_3,school_11,course_30
area_1,school_145,course_62 course_13
area_4,school_132,course_48 course_4 course_20
area_2,school_221,course_40 course_69 course_30
area_3,school_64,course_18 course_74
area_4,school_19,course_44 course_42 course_98
area_3,school_59,course_50 course_45
area_2,school_294,course_2 course_71
area_2,school_172,course_66 course_60 course_89
area_4,school_274,course_22 course_43
area_2,school_303,course_3 course_83
area_3,school_209,course_14
area_3,school_215,course_3
area_2,school_366,course_48 course_84 course_30
area_4,school_276,course_69
area_4,school_355,course_83
area_3,school_55,course_90 course_56 course_6
area_2,school_304,course_75
